frame,x1,y1,w,h,score
27,151.4324155337814,282.0610392783829,69.88008622607128,43.928001845349065,0.9951347708702087
28,150.731034929934,285.8338749338836,69.58872754371559,43.49874614502867,0.9904929995536804
29,148.17724972033764,287.274353710407,70.68189399671496,43.65556237195971,0.9944071769714355
30,147.62914194045436,288.19543864857206,70.06350494235744,43.98351473592696,0.994454562664032
31,148.60070160359518,289.865347484815,70.020621370884,43.39727761160022,0.9939849972724915
32,147.80109286665947,289.995447066389,69.96807668595653,42.96454547328367,0.9954620003700256
33,146.9809620801654,292.83473254263345,71.51100895034982,41.90125659582762,0.9914366602897644
34,144.8183197386517,293.8040580922345,71.77124011990048,41.36829817545122,0.9906466007232666
35,146.37965429242962,295.71830233737074,72.34979894789788,41.66175904003473,0.9877619743347168
36,146.5356820232833,296.13172497095155,71.20529791955977,42.27536012699504,0.9903011322021484
37,146.55096641335425,295.78315703300024,70.64618907492554,42.8192879333382,0.9950000047683716
38,147.6213096027842,294.9005693521927,70.91874588171504,43.47033211452949,0.9971280694007874
39,147.79460547521313,291.8221658907146,70.61532907952937,44.24618987961189,0.9933630228042603
40,146.37070993706632,286.2062828248197,71.71204499213503,44.5801390047823,0.9846308827400208
41,148.41770420123663,286.1052095167737,73.52736145586017,43.428289863643535,0.9961287975311279
42,147.96184988376723,285.34388810099557,75.10704307526018,42.54117440560414,0.990346372127533
43,145.97541723708565,288.29240094272404,75.02178525166349,42.495884044408726,0.9919012188911438
44,142.59340141073451,287.9864596736258,74.14123090871742,43.16067525680947,0.991682767868042
45,144.49457830444925,293.00839292075443,73.20904223308673,44.13907953443241,0.9944883584976196
46,143.00384509268756,302.2085263117608,75.53357262634584,42.05316634900001,0.999504804611206
47,142.55287711122153,313.42160279751295,77.2835338219766,40.52967273034668,0.9994144439697266
48,141.0266128977973,323.40391809004274,75.75140898224247,41.40833931973962,0.9958404898643494
49,140.59938054334393,327.55436359125713,77.11839869308962,38.980305247141075,0.9995379447937012
50,140.8800408238459,332.14360831504916,78.58611765317065,37.45810554047034,0.9990979433059692
51,139.9035720537977,341.4208883563642,79.66841836210706,37.00377039767223,0.9997316002845764
52,139.8313797310756,346.5419124962506,80.41157782543854,35.64423176933502,0.9961953163146973
53,138.55554201497003,351.1466047147079,80.98856746616643,34.55825080696942,0.9979252815246582
54,136.11076576252162,354.91681240240956,83.19181700664552,33.42729583690746,0.9993127584457397
55,133.73985102344415,355.94052096549746,83.94391951400658,33.29265349096095,0.9997598528862
56,132.89406611261757,358.4929973521178,85.31996050273605,33.008925636113624,0.999714195728302
57,132.298817621017,358.2755570185235,85.67777812089719,33.162163795184085,0.9997757077217102
58,135.35360758679676,356.70966021600816,85.88126736932732,33.169258641228936,0.9997692704200745
59,136.48970610369582,355.1457297428573,86.55663158423548,33.20914323161052,0.9998264908790588
60,134.15818001276142,353.55479246506064,86.91010524274978,32.49256966751937,0.9999089241027832
61,133.2257394270321,353.16857878931717,86.53314642166777,33.03046453796218,0.9998065829277039
62,132.79621128339954,349.410760204675,88.22304315839993,33.37196347837941,0.9992132186889648
63,130.1523954228327,344.4596506805111,87.45644314814183,34.94349062034215,0.9975256323814392
64,128.3865672603693,341.04260549470075,88.42323168723863,35.00477171341956,0.998796820640564
65,134.36935072802862,338.194247071097,87.58311704917497,35.15816009414066,0.9994768500328064
66,129.33638659142025,337.61657843108856,89.33252209405131,34.40292954280095,0.998840868473053
67,129.8246983328449,338.08496177592735,89.13122274032182,34.14259168303747,0.9995954632759094
68,132.84899574898984,334.8764967071575,88.88809619234314,34.91519393385732,0.997685432434082
69,128.879613471834,328.3164278700845,88.06037994894268,34.60412887976661,0.99918133020401
70,129.41064689092283,326.1249308234136,88.27372771897888,34.83868975496979,0.9946568012237549
71,129.82304477015984,325.63957455874885,88.31886570782454,35.248853957835145,0.9913183450698853
72,127.15803635182847,324.08229551646303,90.73173422891122,35.4120519738211,0.9894881248474121
73,124.22427386188471,323.0725406217558,92.63002631414393,35.828235891625816,0.9970073103904724
74,122.45888389636222,321.72707084696725,93.7973684119261,36.441834856651425,0.998112678527832
75,123.91629833212724,319.435175729301,93.57877324820231,36.26838977478746,0.9980009198188782
76,122.91362697124737,318.28990023630405,94.67822591789538,36.519051922752325,0.9988756775856018
77,119.11635950962015,317.6168270724617,96.47750484241092,36.103786045786435,0.9912416934967041
78,117.64608959721383,316.6300147214494,97.67861843040238,36.223170663238115,0.9981953501701355
79,112.93964034772455,315.9033511404507,98.55316718737458,35.99376529716658,0.9991418123245239
80,115.70742692659888,313.65868898917324,97.76156956430187,37.248101788277644,0.997600257396698
81,111.64617964486216,311.9193265428814,97.92147874006818,37.15462761465333,0.9867961406707764
82,114.41228319382405,311.7409518214478,96.15328553104288,37.73973525964613,0.9991536140441895
83,109.0155603003497,313.5574101604222,96.61623202497714,37.95687688709101,0.9982635378837585
84,109.60795441967566,315.39996063725846,96.01334425458074,37.45156983743466,0.998818576335907
85,113.33841309552578,314.9145036134845,96.13535891760259,37.848243094424944,0.9962552785873413
86,115.53866055938678,313.534762591623,97.0344673900351,37.33390270802011,0.9974402189254761
87,114.93277446772066,314.4840722644558,95.90469826269822,36.81085617005105,0.9988412261009216
88,115.75950749568298,316.31584212629065,94.92420240902209,36.210878201295486,0.9993574023246765
89,114.04181553445285,317.5597474430385,93.45239033888996,35.69870686664037,0.9991760849952698
90,116.16567093346264,315.8249210256879,92.34224094230987,35.30837543142535,0.9987241625785828
91,110.97403116402654,315.44244283314737,93.15325045348072,35.507962682313504,0.998735249042511
92,111.44144941988331,314.6647107250135,92.81361782395774,35.52022679430856,0.9995478987693787
93,111.02442872955139,314.7449336123791,92.91278096851292,34.92517710888567,0.998977780342102
94,108.11399905357948,314.64356160283563,92.90054944838573,35.55039322171656,0.9990642666816711
95,109.08160033126063,314.2017912148287,92.69465674133068,35.431072141938856,0.9986169338226318
96,110.4573189407753,315.5425244013541,91.80506682604405,35.37498692423217,0.9980327486991882
97,109.87852065210492,316.94868692109816,92.54884056141452,34.884173533779276,0.9985053539276123
98,108.16497469907866,317.9566526179874,94.49407185119455,34.26963628789052,0.9975090026855469
99,98.8199585395108,318.5178196276454,97.16559832629781,34.00078401352269,0.9969491362571716
100,100.9450019519592,316.19473660456686,98.77473255664226,34.739837545439364,0.9979921579360962
101,97.07677834166276,314.058447562784,98.9997684831556,35.63183711764203,0.9976390600204468
102,93.03686324199688,309.1483179314698,98.29962758845011,36.537785007402746,0.9926632642745972
103,98.80432800356797,306.8320620280058,97.19959979788848,36.49587465858873,0.990675687789917
104,96.18850097918349,306.61113167139,96.39770010798355,37.44232397643095,0.9915629625320435
105,91.78347049437663,306.0799299147407,95.5964540852585,38.551946080139004,0.9961603879928589
106,92.37870373421495,306.38777389165915,95.1749932618814,38.68417926062456,0.9978620409965515
107,90.09127900815032,304.5320555667939,93.95532854437809,39.27052361596931,0.9961957931518555
108,90.23512767609678,303.6152225211204,93.86695081755167,38.97616083978208,0.9950132966041565
109,87.22203023954683,303.49493860425747,95.83929617809741,37.924010636304054,0.9952722191810608
110,84.22254878739248,305.1519395954849,94.96140133798875,37.25920068566124,0.9977230429649353
111,81.56593310723059,308.03514241224116,96.05939802308986,36.2863568821093,0.984968900680542
112,83.96198221727292,307.28456604351055,94.26503422101418,36.73239000090589,0.9970566034317017
113,82.08124431246883,307.82296750374826,93.78960180952808,36.3562777643924,0.9968191385269165
114,84.33154884996054,308.8049936708097,92.94627085469405,35.84612564919013,0.9967336654663086
115,85.20145040367994,309.7705055838994,93.53869454915494,34.873759867740866,0.994067907333374
116,80.98146315829118,309.32913143990953,93.98841511371864,34.72519181545165,0.984696626663208
117,84.02062806638706,308.52749312986475,92.2670132257779,34.22884256230787,0.9961202144622803
118,81.38849949012017,307.6708405605581,92.8970699374361,33.956889638089876,0.989055871963501
119,82.65212184865238,306.43878831773776,91.61886252633465,33.731753151090444,0.9985036849975586
120,81.64154090861064,305.6152665670227,90.9137707111881,33.65392660423723,0.9977961778640747
121,81.36338093566368,304.0962468146904,89.0868020569371,33.95577249845478,0.9984976053237915
122,80.85992059083279,303.02577146576067,87.65448468061093,33.92556791533898,0.9982628226280212
123,81.91581074466237,301.6677657156216,86.55460683990398,33.732299525795085,0.9980376362800598
124,80.15068763280787,299.44709394109606,84.91142505329245,33.96167527087389,0.9965919256210327
125,77.41915058306736,298.50119868525644,84.98608619623037,33.579375665406246,0.9983548521995544
126,80.00615207662871,296.3392163153664,84.68461508899551,33.818578607423596,0.9971083998680115
127,77.71442635834177,293.06836590150476,84.00966199939317,33.97268534196207,0.9983757734298706
128,78.78770125814074,291.93900536058027,82.85513637691598,33.780690671508545,0.9993975162506104
129,77.80894788392499,292.0543066263793,81.7306880295914,33.048154057365245,0.9990875720977783
130,76.06197512920394,291.53144939745874,81.54263012389309,32.62425589990214,0.999323844909668
131,73.95366202021518,292.3709185464117,81.5684014623236,31.992666842921885,0.9960909485816956
132,75.12642520211855,291.41838372698834,80.21442717303492,32.38899609100775,0.9945167899131775
133,77.18656463892702,289.5671689623159,79.84947267366425,31.74553306619093,0.9914411306381226
134,76.18510243261035,286.05028641973826,80.0849444697536,31.930660916275407,0.9955283999443054
135,72.12260894574167,286.140004367803,80.08703582729416,31.100088656855043,0.9967964291572571
136,73.5770294544829,286.25836884784223,78.63386489173234,30.97247386881135,0.9914562106132507
137,75.44745504831911,286.88651768028933,77.34039190179863,31.225012761011136,0.9945998191833496
138,76.50029177988925,288.49393271903074,76.90191666682577,30.524373726511715,0.9951576590538025
139,74.07089624708922,289.04777944853333,76.71019701584693,30.806558337948616,0.9965535402297974
140,73.59273469171364,288.62848815339754,75.95547978383352,30.201673568269065,0.9936228394508362
141,72.52759174614995,288.59967488760543,75.00889430914876,29.63054157951956,0.9958250522613525
142,74.7345292005407,286.2650475240912,73.76025923798676,29.71745195778174,0.9969911575317383
143,75.56825319562266,285.81555173684563,73.44979456214472,29.546476079130066,0.9961439371109009
144,74.51916531337713,283.973203863465,72.81643612086789,29.890853308426443,0.9977495074272156
145,76.15930563979889,280.6725520219203,70.98768458263265,30.274986298387155,0.9927902221679688
146,75.24110956437357,276.1589726491428,69.58598071036036,31.01007380891025,0.9918849468231201
147,76.66552269548076,272.9105726152556,68.53922384217893,31.43374523980914,0.9860048890113831
148,77.25633429192322,269.5899118077768,68.21839161834207,31.55576508431862,0.9882642030715942
149,77.67628283077835,269.1345557352472,68.17652159322195,31.454003840108577,0.9966762065887451
150,77.58298360618518,266.50929101888164,68.04317638475464,31.29501407005256,0.989382803440094
151,79.40069908764548,263.0022124708629,67.8498350289788,30.665078218996015,0.9829962849617004
152,80.9635370833752,262.3259735218872,67.047566900754,29.7211690886812,0.9701142311096191
153,82.83556202940292,261.6494035323523,66.87590821501584,28.705388046048697,0.9921358823776245
154,83.87125627840237,260.52634285912285,66.7149223179815,28.27348092444329,0.9834141135215759
155,83.10309840243559,260.0557763615827,66.99027186586166,27.931714210240774,0.9871826171875
156,81.89536423719714,259.21010530719883,65.42809674842567,27.989573224460564,0.9854309558868408
157,82.32071359944445,258.22159879347765,64.78903841787506,28.14668836916455,0.9923464059829712
158,80.8591650536286,258.773873000722,63.90581031862423,28.31894936696804,0.9800097346305847
159,81.04938960483886,259.5259195680986,62.15128763517988,28.842840358512305,0.9853090643882751
160,81.20206085445298,260.59394313700307,60.74572031990215,28.77589505636114,0.9901358485221863
161,80.54299901834048,261.70909692362903,59.57472709667208,28.479548219249732,0.9891662001609802
162,81.98901004989148,261.9951664524832,59.625253459439264,27.9837269916113,0.9625329971313477
163,80.72078966891357,262.7977195626236,59.37302374909504,28.117340992901795,0.981393039226532
164,79.33517059837567,264.57335953358006,59.1786649258973,27.58842345120889,0.9869986176490784
165,79.56080051361414,266.2331704761727,58.30749484650876,27.33996461540899,0.9722489714622498
166,79.37889252674006,266.9406730898119,59.34595007466341,26.391347590205985,0.9635417461395264
167,78.91147317509848,267.9039585054191,60.73460906524231,25.600490422775113,0.9688388705253601
168,78.64922789973927,268.8127035478083,60.02350029132151,25.60979790989688,0.9370216727256775
169,78.30520206885964,268.7292265503728,60.03000717791626,25.51524215366308,0.9898275136947632
170,79.97705452150507,268.396667449983,59.250943655986674,25.585427491347723,0.9230599403381348
171,78.06494046064374,267.3287607747109,58.195436550936904,26.484984741606716,0.9870075583457947
172,78.2167839775899,267.2401845967366,58.228970117396,26.28235821816267,0.960871160030365
173,77.68286609168393,267.629827598118,58.582458415692315,26.40550729244438,0.9329832196235657
174,77.51785125383509,268.1781856135241,57.826038726774044,26.19544257651789,0.9341676831245422
175,77.47230945234091,267.10482351264017,57.070915449981975,26.334063471507633,0.921436607837677
176,79.01888799909531,267.5771778410038,56.625746205070556,26.323679034562968,0.9583483338356018
177,78.56427184609309,267.44247219358874,56.57604940163686,26.47632995609116,0.9459536075592041
178,78.79564076421613,266.4908675159379,56.635149678060095,26.67189555251791,0.9319025874137878
179,79.30642789776462,265.9048127827395,56.64071002063609,27.042339036504814,0.9177345633506775
180,78.24875944679768,265.32371828467365,57.29509916693244,27.04419110648201,0.9222496151924133
181,77.88121269551719,265.3025658699558,58.878164428069,25.379423384064744,0.8777283430099487
182,73.50240675345971,264.9154549298407,58.1542391691911,24.97681588056573,0.9493816494941711
183,74.98414103852915,264.0800456737653,56.41198240940277,25.727801042747718,0.9640819430351257
184,73.48972399735626,264.6053933327132,56.635513640240525,25.532396446160945,0.9421041011810303
185,73.06995436066828,264.23563956365575,56.673054654728524,25.815928819296083,0.9384963512420654
186,73.5189527833751,263.3273723772718,55.47382870532607,26.341369343171444,0.9573495388031006
187,73.4853940616928,261.8985871856319,56.25510643024151,26.42765361247678,0.9328932762145996
188,74.32670423717366,260.61860746255365,56.21253578110291,26.08686809351019,0.9195056557655334
189,73.36933790665054,259.7912825725411,57.18582265956998,26.48982170610169,0.9530520439147949
190,72.79526785169578,260.4730110321518,57.40301369802097,26.13813444594202,0.8764660358428955
191,74.89304922540084,260.9046260237586,59.2840926099659,24.77466146743296,0.9162411093711853
192,73.76683059586576,258.90380521218304,59.55003894127381,25.335645265600792,0.9466471672058105
193,72.17108397883005,256.91737570988244,59.26824273635112,26.503060062850324,0.9490654468536377
194,72.73385991450469,255.5808191079455,59.20412141237146,27.163365238819107,0.9338768124580383
195,73.04965642378262,255.4141034031672,58.274145616116044,28.209793645518957,0.9572165012359619
196,73.55212448561974,255.2160535348525,58.40829475220094,28.601313848370882,0.9624406695365906
197,73.23244163884544,254.22666979731835,58.0936097439682,29.776951728050285,0.952782392501831
198,71.88633513753189,252.91190486234711,58.78040133878919,29.85029299161565,0.9352748990058899
199,71.74775353883398,252.54843366689474,58.41006409543897,29.865923035775424,0.9139425754547119
200,71.86416088064763,252.9255887830932,59.28249071124665,29.23902006221728,0.9186670780181885
201,71.07371557802463,253.07170542157183,60.68456384105076,28.835699261261517,0.9123406410217285
202,70.76600095810464,251.38248328035792,60.029036894246964,29.55634863118963,0.9814513325691223
203,69.6544219258316,249.47667083067742,61.015641117294834,30.219461110983104,0.9686155915260315
204,69.29706664855107,249.11070650849942,61.13614848889799,30.06818277772782,0.9229390621185303
205,68.94847794160373,248.03193390943616,61.65972739837553,30.522101122946037,0.9543113708496094
206,67.72412466920544,247.65621113716608,61.65191617913144,31.037249847151713,0.926030158996582
207,66.92568200646556,246.8717882596881,62.20410553407113,31.22667674382903,0.9374570846557617
208,71.56245535661185,247.2078865080274,62.26416916892656,31.542764650698956,0.8959299921989441
209,69.83067047895359,246.5931421019106,62.20338830654035,32.295789932223016,0.9200685620307922
210,68.44817191881594,246.11037657734437,63.30322811190187,32.20714685781731,0.949296772480011
211,67.95881762902786,246.7077713495755,63.20327634331043,33.11995133442016,0.9520612359046936
212,68.19496718558604,245.79776323797324,63.26996361113283,33.1514656153181,0.8752935528755188
213,66.58498759703122,245.35787377630717,64.12857479195999,33.14633553400537,0.9391068816184998
214,70.09846633312432,246.18944590969159,66.13882397290757,31.659883362163804,0.842686653137207
215,70.1388287680706,246.64545648849113,66.23215174515921,32.29244869802228,0.9395339488983154
216,68.13888926832982,246.03642948172975,66.25809095657546,32.290333453733695,0.8988104462623596
217,69.03068101749699,244.73836844118668,65.5370641812043,33.10821597327838,0.888787567615509
218,68.91103999039225,245.53284407049546,64.91423313319967,34.445508683684565,0.9158191680908203
219,68.86107312707743,245.7762453598894,64.60038481131119,35.72020452031722,0.9629944562911987
220,67.8259526105632,245.320079502362,65.17112965145067,35.689044630753926,0.9294121265411377
221,66.85687342213339,244.92829239246103,65.933867021852,36.07279621963941,0.9214462637901306
222,68.67492177528231,247.6058972960899,65.77620318475769,36.20339150621713,0.9053533673286438
223,67.45275684913038,252.99414900278634,66.75832254792817,36.683000304737455,0.9400919675827026
224,69.62241390697159,260.7105330285152,66.03794240426045,37.917599789297455,0.9463465809822083
225,66.72793494482305,271.96043932531467,67.21065978280919,37.370332944630846,0.8400853872299194
226,68.027708201936,286.0386083399266,67.56518506674243,37.55011739685809,0.8949244022369385
227,69.73333798279005,294.1342221310113,67.07634197761163,38.29756956806912,0.9211551547050476
228,70.6024661054805,301.02334775575156,66.97845270273393,38.0033695390159,0.8913034796714783
229,70.23633798546473,303.1154258388918,66.84738361763605,38.34841367134945,0.9391653537750244
230,69.9265039332509,305.65188483614617,66.66014861160782,38.365847140987924,0.9326037168502808
231,69.89008211330115,306.99884716069187,66.94549641970545,38.09264360157778,0.9564211368560791
232,71.14500708188567,302.31654868029705,66.69440116738348,38.39603088993606,0.947717010974884
233,69.49724496716435,296.4134106632364,67.41733295110814,38.183768741032196,0.9560438394546509
234,67.93465345544553,290.6724783812293,68.898467722997,38.15283621915704,0.9097750186920166
235,64.44148807849675,284.26288395555304,70.29885530507569,37.83654801855239,0.8785250782966614
236,63.434066739955,285.3755799898084,73.63026308151959,35.00032704572665,0.8132939338684082
237,67.94968035430819,285.0956133747944,76.35371438025112,33.33653372702671,0.8660750389099121
238,66.69403541285956,282.1394444529665,78.90426729110341,31.71144686842093,0.7562462091445923
239,65.77896485490054,279.7623349844985,81.25020930733717,30.77663049007309,0.8020327687263489
240,64.14462564887336,277.543803297001,83.3948361325305,29.771796623138336,0.6829662919044495
241,65.8078294791271,275.5332885545655,84.17922264875797,29.242622407703692,0.7136840224266052
242,66.78926537840913,274.50974854382287,85.18202163908629,29.820597499965004,0.7832854390144348
243,67.43099901227896,274.46638415304704,86.20823170067716,30.08850821947247,0.563439667224884
244,70.00111933851542,279.4631705824561,86.20823170067716,30.08850821947247,0.5258506536483765
245,69.68695782951535,278.6596415772031,86.212682351805,31.07416263089557,0.8398774862289429
246,68.49802964044572,278.04078275709077,86.1907488950088,32.40790052536352,0.7829723954200745
247,68.87533202832506,278.1768541482754,87.16707542221,32.52434145995905,0.7519922852516174
248,70.02519800565955,278.79864750176387,87.71087239520362,33.245373967720404,0.8190999031066895
249,65.20412773226839,280.14514241681667,86.89399941587362,34.06854657740527,0.7605486512184143
250,63.40517621095037,280.3994970903402,86.2180308661078,35.72583050432129,0.8557976484298706
251,65.47974713152558,285.99676187539717,85.43017586337642,36.744749938932706,0.8659074902534485
252,71.6589671191104,286.2465955812636,86.24765302212383,37.27479635746471,0.787528932094574
253,69.9620823183765,292.8466336470144,88.19981552860997,36.14596267753751,0.8457464575767517
254,67.56970170934741,294.08925890111817,87.85979887321515,37.08319828288108,0.7978955507278442
255,69.15592107037529,300.65276017983155,89.33439824707038,36.293969957377286,0.7003422975540161
256,61.75082582084798,301.2148152953539,89.00447268104594,37.224615385355804,0.7654827833175659
257,65.50296784821383,302.90651674853115,86.88757183242765,38.599938720336624,0.5643311142921448
258,66.32554844165733,303.8511053545841,88.25476263736977,38.08136401524885,0.7159247994422913
259,64.40832030133423,305.4957651074763,89.16830176432501,38.15616261066114,0.7097247838973999
260,62.97335233976522,306.1322911710208,90.77827271490135,38.15440438909684,0.7764585614204407
261,61.80484006287415,307.9106612743774,91.34315892562745,38.34492097244994,0.8760015368461609
262,63.42318764229409,310.59203981394245,91.80654147992773,37.950036431273624,0.8480992317199707
263,63.35315634046138,312.42278800034626,92.00532779111668,37.86448477380321,0.9241382479667664
264,68.51126339275505,311.9458485614054,92.55894419777746,38.19830035046759,0.9422246217727661
265,67.73803230132224,312.6805964834621,94.87428820181694,37.208180005054174,0.894399881362915
266,67.36504453575643,313.64471302573537,97.10555483847398,36.7055921792274,0.8739150166511536
267,57.58334266070818,313.9315481693777,97.78211871186076,36.61456432912399,0.7482869625091553
268,62.94399935808802,314.5640319898113,94.69524306796663,38.26171862519968,0.8249331116676331
269,69.05712018967246,313.1412462711881,94.52549732473048,39.33527242495249,0.9031723737716675
270,63.7757240610169,312.65163007902277,96.35071354168133,39.04139496581597,0.7163570523262024
271,61.74800851028294,312.72379352856547,96.35071354168133,39.04139496581597,0.5268082618713379
272,64.09084138205266,310.32313023457885,94.87413139629018,40.21882636525228,0.7199287414550781
273,58.217823160145585,307.79644938317244,93.64385124283703,41.54745313286914,0.817213237285614
274,56.80820182826838,306.98496448336266,93.09855139238613,41.92338733062987,0.654685378074646
275,63.396042120553,306.39329025966435,92.91604681252123,42.425828510263955,0.6168320775032043
276,62.96087876208201,305.5796213503106,93.68245878998901,42.75366747702368,0.7945196628570557
277,63.3121021016527,303.678293366377,94.06000256185368,43.007024324269906,0.7563047409057617
278,64.55628442169409,300.3823710997366,96.46517904145824,42.444404408090755,0.8363072872161865
279,64.64894102122962,299.62983678816124,96.57114951217761,42.90798848989314,0.5574313998222351
280,64.98240246917383,300.0016293692654,96.86296366675722,43.2296386661528,0.6384278535842896
281,64.66060026313018,299.61743594986734,96.86296366675722,43.2296386661528,0.3642583191394806
282,60.54596852547479,300.084791151967,96.86296366675722,43.2296386661528,0.3793807625770569
283,60.407637429422145,299.51113925510947,100.1187144491834,42.233921670868106,0.736068606376648
284,62.396582402031896,297.11726564886834,97.91352609642203,42.78229547509245,0.8936132788658142
285,63.84114730947026,288.5979288793551,97.91352609642203,42.78229547509245,0.5405011177062988
286,65.9722493375424,281.17504701092855,97.95090529238911,43.216904684815816,0.6501055955886841
287,61.84516792072807,278.55605964350457,97.69696762191194,43.11763665776973,0.7277377247810364
288,64.23432198020839,277.1197257889513,97.67166648171946,42.74830693895568,0.7247694134712219
289,60.9049366677964,275.55260317765953,98.72484940860424,42.7737792307193,0.5995680689811707
290,60.49380082859895,275.79532498915967,101.72630788830472,41.760843361172334,0.5798133015632629
291,59.70878990341566,276.08829477158605,105.6345557168203,41.42787323851921,0.6811884045600891
292,53.61037768151817,275.0885131588832,105.6345557168203,41.42787323851921,0.5136051177978516
293,55.117729683589076,275.27799685160574,108.06815030440694,40.91977572725114,0.7800872921943665
294,57.29520052306441,276.3612548352752,108.06815030440694,40.91977572725114,0.4409867525100708
295,55.69258047445682,277.511891236763,108.06815030440694,40.91977572725114,0.510322093963623
296,57.18000014841285,282.71089487335354,106.913949883022,41.91754633064839,0.6818410158157349
297,60.612230162776434,282.1355043195096,105.3445513612469,42.60691976418119,0.6919334530830383
298,60.930296736870766,283.9519962193493,105.3445513612469,42.60691976418119,0.4375946521759033
299,62.35303229885748,284.11806557850895,105.3445513612469,42.60691976418119,0.4773140549659729
300,62.4914469983889,284.1034414344711,105.3445513612469,42.60691976418119,0.37667548656463623
301,65.8671765493442,286.06218337089723,103.32274038799503,43.78530707268728,0.6301229596138
302,67.06512965106799,286.39913029408234,101.43377186276908,44.58839119562233,0.7926058769226074
303,66.80773367522968,287.0580408786319,101.0235588366238,45.009946849772774,0.6689199805259705
304,68.12958180928209,287.5835582166101,99.81070699252274,45.201479791880615,0.6748884916305542
305,69.9386852252581,288.69593417568933,99.81070699252274,45.201479791880615,0.45644059777259827
306,65.44048724538678,290.00418152932815,98.59126772843219,44.9405434734643,0.7153096795082092
307,67.50962128731044,292.4855008839223,98.59126772843219,44.9405434734643,0.5439238548278809
308,68.50446471816514,293.1243142258427,98.59126772843219,44.9405434734643,0.46517062187194824
309,69.11519357261733,295.186289808862,96.60858246295487,45.945463295944336,0.7530117630958557
310,67.67542095653138,295.46763072961596,96.60858246295487,45.945463295944336,0.4036492705345154
311,70.54156726038094,297.29421223721357,96.60858246295487,45.945463295944336,0.5218075513839722
312,73.92032647233529,301.44740928016574,95.3610008557961,45.624537634674226,0.6561573147773743
313,74.4219248140822,308.52809839412527,95.79303748319538,45.766636994834535,0.593065083026886
314,76.53087832785177,310.33631408044533,94.67149048149415,45.351189238050935,0.6645973920822144
315,79.06393503750613,309.36571708621415,94.67149048149415,45.351189238050935,0.45355626940727234
316,72.80646386506086,308.12065758108946,94.67149048149415,45.351189238050935,0.5247412323951721
317,76.61036045178528,305.3358135133749,94.90101074742653,45.277180505984695,0.5650186538696289
318,79.49673653170055,300.3209523154165,93.47828410515858,45.752972910478654,0.704218864440918
319,75.85485515509167,292.0678356759128,93.65797031561843,46.34918919825961,0.8929594159126282
320,76.79524480310428,284.98633256846983,93.97069666339715,47.05925065816961,0.9155988097190857
321,80.90128490126003,281.40181508727335,95.84619094358872,46.75433839008234,0.8038989305496216
322,74.20916459740025,277.89175714901614,96.62437503463339,47.13088529246724,0.8229355812072754
323,84.49356622181253,268.2613766909983,100.48764820263001,46.552638048101414,0.7566422820091248
324,90.41437498159178,260.6375198456054,100.48764820263001,46.552638048101414,0.5170604586601257
325,95.36449334631902,258.20803287587546,103.82356067411888,45.71760661195877,0.7610136866569519
326,92.36235340676186,258.3527526816429,110.57050159106025,43.5242501423627,0.8234643340110779
