frame,x1,y1,w,h,score,ms
1099,40.73,249.99,224.97,61.28,0.9328,27.6
1100,40.45,251.78,224.96,60.69,0.9289,28.6
1101,41.12,252.82,223.85,61.17,0.8252,27.7
1102,39.93,251.29,221.92,61.67,0.8883,28.4
1103,42.51,251.08,220.62,61.52,0.9007,27.3
1104,42.06,252.47,220.46,61.12,0.929,28.9
1105,40.36,252.75,220.32,61.1,0.7939,27.3
1106,42.13,252.4,219.68,60.96,0.6921,28.4
1107,44.75,251.43,217.74,60.68,0.8866,27.2
1108,43.83,250.23,215.21,60.15,0.9342,28.7
1109,46.3,248.41,212.69,59.65,0.9486,27.7
1110,46.29,246.81,210.63,59.29,0.9357,28.4
1111,48.19,244.73,210.63,59.25,0.8437,27.1
1112,41.1,244.67,209.4,58.77,0.8623,28.7
1113,49.38,244.29,210.61,58.96,0.6481,28.1
1114,42.36,244.47,209.4,58.08,0.9315,28.5
1115,45.03,243.38,208.53,57.97,0.8849,27.9
1116,46.25,242.47,208.41,58.36,0.9414,28.2
1117,45.65,241.91,208.59,58.75,0.9501,28.2
1118,45.77,241.42,209.13,58.75,0.947,28.0
1119,44.33,240.73,210.08,58.48,0.926,28.2
1120,46.94,239.83,209.74,58.39,0.9238,27.9
1121,46.66,238.95,207.84,57.83,0.8398,29.0
1122,47.37,240.35,208.56,57.69,0.892,27.5
1123,44.93,242.4,210.18,57.21,0.8337,28.8
1124,42.27,243.83,211.46,57.42,0.8968,27.3
1125,44.12,243.54,210.5,57.75,0.9362,28.8
1126,44.71,244.33,210.23,57.99,0.9096,27.6
1127,43.5,245.43,210.58,58.24,0.8708,28.2
1128,43.19,246.03,210.79,58.15,0.9206,27.1
1129,43.89,245.26,210.33,58.45,0.9141,27.0
1130,39.96,246.41,211.98,58.13,0.8785,27.0
1131,44.67,245.8,210.88,58.41,0.9087,27.2
1132,41.2,245.95,211.43,58.44,0.8365,28.5
1133,41.1,246.38,212.1,58.07,0.9256,28.5
1134,40.98,245.57,211.37,58.44,0.8973,27.6
1135,40.17,246.36,212.08,58.2,0.8899,29.0
1136,40.97,245.03,211.43,58.69,0.9021,28.2
1137,42.02,244.25,210.75,58.91,0.8902,28.6
1138,39.69,244.73,212.23,58.6,0.884,27.5
1139,42.43,244.48,211.61,58.97,0.6856,29.0
1140,38.94,243.78,208.85,58.9,0.7537,28.2
1141,40.53,242.33,209.56,58.51,0.9484,28.2
1142,39.75,241.39,211.14,58.62,0.9388,27.7
1143,37.91,241.61,211.99,58.62,0.8942,28.4
1144,38.73,241.86,212.59,58.85,0.9206,28.4
1145,38.84,242.79,213.66,58.61,0.9211,28.1
1146,37.14,243.71,215.08,58.32,0.9078,28.3
1147,38.91,245.27,214.47,58.21,0.9417,28.1
1148,35.83,246.62,214.69,58.5,0.8783,29.2
1149,33.68,249.49,214.79,58.74,0.9765,28.0
1150,38.14,254.54,213.66,58.72,0.767,28.3
1151,38.26,260.1,213.66,58.42,0.891,26.8
1152,35.56,263.11,213.31,58.07,0.9781,28.9
1153,35.81,266.4,212.11,57.27,0.9259,27.6
1154,37.03,268.75,211.07,56.86,0.9395,28.9
1155,37.73,271.4,209.92,56.37,0.9232,27.5
1156,39.53,272.78,209.5,56.42,0.7824,28.5
1157,37.07,272.27,209.72,56.87,0.6576,27.8
1158,37.67,271.02,209.49,56.93,0.7276,28.1
1159,42.31,271.21,208.88,56.59,0.8086,28.1
1160,39.13,269.85,208.48,56.96,0.8772,28.4
1161,41.42,268.98,208.89,56.81,0.9221,28.5
1162,39.57,269.1,210.37,57.09,0.9136,27.7
1163,37.49,267.8,211.27,57.55,0.9493,28.4
1164,38.33,266.4,211.23,58.13,0.9374,27.5
1165,40.39,266.01,212.24,58.14,0.8354,28.4
1166,37.69,265.21,213.48,58.52,0.8601,27.6
1167,39.21,265.63,214.63,58.61,0.9142,28.8
1168,36.32,265.13,216.06,59.03,0.8675,27.5
1169,36.39,264.7,216.88,59.52,0.8714,28.7
1170,36.1,264.9,217.46,60.22,0.9117,27.6
1171,34.58,264.82,218.42,60.78,0.866,29.3
1172,35.5,264.73,218.97,61.02,0.929,27.7
1173,33.93,265.27,220.08,61.2,0.8993,28.5
1174,35.05,265.21,219.85,61.29,0.8442,27.4
1175,33.08,266.29,219.88,61.44,0.8601,28.7
1176,31.56,267.94,220.01,61.44,0.9011,28.1
1177,33.35,270.44,219.38,60.84,0.9129,28.4
1178,31.5,272.11,219.72,60.71,0.9229,28.0
1179,35.23,272.36,219.32,60.88,0.8595,28.5
1180,34.2,274.51,219.5,60.94,0.9225,28.3
1181,34.1,276.85,219.79,60.25,0.9313,28.2
1182,32.58,278.07,219.33,60.75,0.8934,28.4
1183,34.47,279.72,218.73,60.75,0.8705,27.6
1184,34.42,280.2,217.62,60.9,0.8924,29.0
1185,34.73,280.93,217.83,60.82,0.7901,27.7
1186,31.82,281.49,217.56,61.09,0.8534,29.1
1187,34.21,281.8,217.65,60.84,0.8124,28.1
1188,32.46,282.49,218.44,60.73,0.921,28.7
1189,31.53,282.83,219.12,60.8,0.8628,27.3
1190,34.06,280.62,218.27,61.21,0.8828,28.5
1191,34.26,277.74,219.16,61.86,0.8594,27.6
1192,34.42,265.84,219.51,61.58,0.8671,28.2
1193,31.65,266.73,220.2,62.06,0.9471,27.8
1194,33.77,265.4,220.41,62.47,0.933,28.5
1195,33.46,263.38,221.48,62.91,0.9074,28.1
1196,31.88,262.22,222.78,63.05,0.9509,27.9
1197,33.66,260.64,223.11,63.33,0.9288,28.5
1198,32.65,259.81,224.44,63.75,0.9407,28.3
1199,31.09,259.69,225.63,64.07,0.8789,29.3
1200,27.05,260.4,226.37,64.33,0.9555,27.7
1201,27.08,262.24,225.15,64.33,0.9657,28.9
1202,27.91,264.89,224.02,64.26,0.9624,27.1
1203,25.47,266.61,223.0,65.05,0.9719,28.8
1204,27.99,267.44,224.18,64.78,0.9233,27.9
1205,24.82,267.75,223.68,65.35,0.9378,28.5
1206,25.52,268.01,223.63,65.31,0.9249,27.9
1207,27.49,268.11,224.2,64.93,0.9582,28.5
1208,25.46,268.44,225.23,64.87,0.9566,28.5
1209,25.88,268.79,225.7,64.85,0.9424,28.2
1210,25.53,268.58,225.28,64.92,0.8909,28.4
1211,25.25,266.99,225.4,65.03,0.9343,27.8
1212,30.68,266.72,225.1,65.05,0.8629,28.9
1213,26.73,265.34,226.48,65.27,0.8753,27.4
1214,25.54,264.08,226.5,65.62,0.8874,27.2
1215,29.08,264.97,225.87,65.79,0.6273,27.1
1216,25.67,263.66,226.37,65.94,0.8745,27.3
1217,27.09,264.01,225.56,66.22,0.7746,29.2
1218,25.41,263.02,225.66,65.92,0.9268,29.5
1219,25.09,262.79,225.36,65.96,0.9301,28.6
1220,24.97,261.73,225.75,65.97,0.9017,28.5
1221,26.12,261.86,225.88,65.98,0.9314,27.3
1222,24.09,262.52,226.06,65.88,0.8514,28.8
1223,26.09,262.67,226.48,65.66,0.8819,27.6
1224,25.34,263.31,227.75,65.22,0.8311,28.3
1225,24.11,263.69,228.52,65.24,0.8839,27.8
1226,25.64,264.37,227.31,65.43,0.9291,28.8
1227,25.1,265.67,227.23,65.19,0.9702,27.6
1228,27.39,266.36,227.36,64.83,0.886,28.7
1229,26.65,267.57,226.84,64.75,0.9478,28.3
1230,26.63,268.94,227.32,64.48,0.9497,28.4
1231,27.88,269.95,226.52,64.45,0.9574,28.2
1232,27.8,270.67,226.88,64.07,0.8515,28.3
1233,27.34,269.83,227.12,64.26,0.8743,28.8
1234,26.43,269.03,227.9,64.34,0.8365,28.2
1235,28.52,268.09,227.54,64.37,0.9009,29.5
1236,29.16,268.88,226.93,64.49,0.7544,28.1
1237,26.33,269.31,227.07,64.73,0.9133,29.3
1238,26.65,271.77,226.92,64.15,0.9295,27.9
1239,27.01,272.34,226.7,63.99,0.8416,28.7
1240,27.59,271.68,225.81,64.09,0.8776,28.1
1241,27.04,272.6,225.37,64.04,0.9448,28.6
1242,27.12,274.5,224.63,63.9,0.9191,28.4
1243,28.08,275.76,223.76,63.85,0.9306,28.2
1244,29.27,276.36,223.49,63.69,0.8765,28.4
1245,28.3,276.69,223.27,63.99,0.9168,28.1
1246,29.8,277.76,221.69,64.24,0.8481,28.4
1247,26.86,279.29,222.01,63.99,0.8835,27.5
1248,28.31,280.4,221.19,63.7,0.9089,28.6
1249,28.06,280.73,221.11,63.62,0.7745,27.3
1250,26.96,279.12,221.37,64.09,0.8375,28.7
1251,26.97,277.86,221.98,64.27,0.8691,27.7
1252,25.74,279.16,222.64,63.64,0.8182,29.3
1253,26.43,282.15,221.94,63.52,0.8772,28.1
1254,25.95,283.6,222.41,62.98,0.8263,28.8
1255,26.4,284.82,221.91,62.82,0.8749,27.9
1256,27.33,285.74,221.45,62.92,0.8744,28.4
1257,26.55,285.29,222.06,63.35,0.8572,27.9
1258,24.03,284.28,223.33,63.26,0.7361,28.1
1259,22.58,284.61,224.01,63.29,0.5995,28.2
1260,19.81,285.63,224.78,63.44,0.8078,28.6
1261,19.41,287.32,225.08,63.4,0.9309,29.2
1262,20.81,288.54,225.69,63.39,0.7393,27.7
1263,18.73,289.77,225.14,63.72,0.853,28.9
1264,18.43,290.51,224.8,63.98,0.8068,27.8
1265,18.02,292.51,224.05,64.0,0.886,28.7
1266,17.86,293.27,223.86,64.16,0.8355,27.7
1267,18.16,293.21,223.87,64.37,0.7454,28.8
1268,16.54,293.25,223.34,64.57,0.7345,27.5
1269,15.54,293.12,223.02,64.57,0.9052,28.8
1270,17.23,293.2,223.27,64.16,0.9146,27.5
1271,17.61,293.82,223.85,64.0,0.925,28.8
1272,16.61,292.82,224.41,63.71,0.9398,28.2
1273,15.72,291.88,224.13,63.8,0.938,28.8
1274,13.96,290.57,224.03,63.79,0.9396,28.1
1275,14.54,290.29,223.51,64.3,0.874,28.4
1276,14.91,290.29,222.67,64.51,0.8897,28.6
1277,12.02,290.89,221.19,63.88,0.8076,28.2
1278,11.63,290.14,221.63,63.59,0.7995,29.0
1279,12.09,289.42,221.32,63.77,0.91,28.1
1280,12.15,288.58,221.82,63.76,0.8767,29.4
1281,12.1,288.81,221.31,64.58,0.9538,27.6
1282,12.24,289.28,221.25,64.41,0.9262,29.2
1283,11.72,289.81,221.58,64.47,0.9178,27.9
1284,11.93,289.13,221.07,64.88,0.7533,28.3
1285,12.61,289.25,221.25,64.86,0.933,27.7
1286,13.27,289.06,221.17,64.9,0.9086,28.6
1287,13.68,288.72,221.16,64.71,0.8887,28.0
1288,11.77,288.74,221.08,64.95,0.8436,28.5
1289,12.37,288.23,221.17,64.86,0.8408,28.3
1290,16.82,288.38,220.55,64.74,0.9306,28.9
1291,16.63,290.15,219.97,65.22,0.9625,28.9
1292,18.25,291.89,219.85,65.16,0.9364,28.2
1293,18.17,294.06,219.53,65.38,0.9176,28.7
1294,19.03,297.31,219.52,64.72,0.8933,28.0
1295,20.96,299.28,218.9,64.8,0.9373,29.2
1296,22.36,301.29,218.24,64.69,0.9406,27.4
1297,24.27,302.84,218.97,64.4,0.9309,29.1
1298,23.09,304.95,218.78,64.65,0.901,28.0
1299,22.46,305.96,219.04,64.52,0.8526,29.1
1300,23.72,306.02,219.27,64.69,0.8369,27.9
1301,21.9,307.56,219.78,64.91,0.8973,28.5
1302,23.55,309.71,220.29,64.64,0.7668,28.0
1303,26.8,310.6,219.93,64.8,0.8911,28.8
1304,28.49,310.83,219.52,65.69,0.8112,28.6
1305,30.89,309.08,219.84,66.04,0.7922,28.0
1306,30.17,309.1,219.98,66.38,0.6678,28.8
1307,29.3,309.33,220.44,66.86,0.7726,27.6
1308,27.19,309.96,220.79,67.27,0.7588,29.2
1309,28.57,308.36,220.42,67.22,0.9041,28.0
1310,27.39,307.75,222.08,67.11,0.82,28.7
1311,26.75,306.85,223.1,67.15,0.8861,27.6
1312,25.4,306.38,224.06,67.26,0.7594,28.7
1313,22.66,305.99,224.7,67.14,0.8387,27.5
1314,24.1,305.99,224.29,67.34,0.7635,29.0
1315,24.82,304.93,223.99,67.31,0.9163,28.2
1316,25.18,303.42,224.11,67.29,0.8258,28.6
1317,25.69,301.26,224.43,67.34,0.7399,28.1
1318,27.25,299.92,224.82,67.24,0.7735,28.4
1319,26.91,297.87,226.05,67.0,0.708,28.7
1320,29.73,296.33,224.85,66.37,0.8739,28.4
1321,29.68,295.36,223.54,65.36,0.8559,29.0
1322,27.2,293.04,222.8,65.0,0.7385,27.6
1323,25.33,281.63,223.14,64.5,0.8109,29.0
1324,24.06,282.64,223.65,64.49,0.9008,27.5
1325,23.37,281.78,223.64,64.81,0.844,28.9
1326,22.46,280.05,224.21,65.11,0.9181,27.8
1327,21.84,278.97,225.02,65.44,0.9107,28.4
1328,23.1,278.19,224.65,65.6,0.9392,27.4
1329,26.63,279.17,222.1,65.35,0.8678,29.0
1330,21.77,277.79,223.33,65.55,0.7471,28.2
1331,22.35,278.12,222.21,65.76,0.9075,28.4
1332,21.99,276.74,223.09,65.47,0.8984,27.9
1333,21.79,276.97,223.36,65.59,0.9418,28.3
1334,20.96,277.73,223.47,65.68,0.9024,28.7
1335,21.5,277.73,223.57,65.5,0.8859,28.1
1336,22.0,277.92,223.82,65.43,0.9446,29.4
1337,22.59,277.71,223.74,65.59,0.9129,28.2
1338,20.16,278.97,224.42,65.41,0.9476,28.7
1339,18.73,280.41,223.45,65.91,0.9511,27.2
1340,22.26,281.92,222.85,65.46,0.9262,28.5
1341,23.53,281.06,223.31,65.02,0.9436,27.6
1342,20.73,281.27,223.12,64.97,0.8562,28.7
1343,22.44,282.6,222.66,64.79,0.9426,27.8
1344,22.45,283.57,223.45,64.24,0.8251,28.6
1345,23.21,283.58,224.37,64.1,0.7935,27.8
1346,24.22,283.66,224.32,64.06,0.81,28.8
1347,24.29,283.82,224.25,64.33,0.8462,27.9
1348,24.68,284.41,224.4,64.28,0.778,28.5
1349,24.82,284.95,224.55,64.29,0.8309,28.3
1350,24.27,286.29,224.69,64.25,0.8014,28.6
1351,23.53,286.5,224.67,64.25,0.7578,28.7
1352,24.57,285.05,223.3,64.58,0.8313,28.2
1353,23.81,285.22,222.75,64.85,0.7865,29.0
1354,24.51,285.04,222.49,64.7,0.7765,28.0
1355,26.47,285.28,221.31,64.86,0.8977,30.3
1356,27.28,285.85,220.74,64.82,0.8799,27.9
1357,28.17,285.97,220.25,64.9,0.885,28.6
1358,27.46,286.67,220.46,64.56,0.9147,27.7
1359,25.95,287.95,221.12,64.59,0.9056,29.6
1360,27.39,287.93,219.96,64.77,0.838,28.0
1361,25.0,288.66,220.01,64.65,0.9289,28.3
1362,28.16,290.67,219.08,64.63,0.8727,28.0
1363,27.42,291.14,218.85,64.56,0.8692,28.1
1364,26.92,290.9,218.68,64.72,0.7881,28.0
1365,27.21,290.87,218.69,64.72,0.6088,28.4
1366,27.08,290.41,219.08,64.64,0.5338,28.7
1367,26.71,289.6,219.34,64.7,0.6456,28.4
1368,26.68,288.8,219.58,64.74,0.6402,28.8
1369,25.96,287.95,219.83,64.83,0.7194,27.6
1370,33.07,284.46,211.01,70.0,0.8536,29.1
1371,32.79,283.27,213.47,68.22,0.8402,29.5
1372,31.11,282.14,214.22,67.45,0.7789,28.5
1373,28.92,281.83,217.04,66.58,0.904,27.8
1374,29.18,280.61,217.77,66.21,0.8902,28.7
1375,29.2,279.43,219.21,65.62,0.9172,29.1
1376,29.9,278.72,219.42,65.67,0.8898,28.0
1377,28.94,277.24,219.82,65.6,0.913,28.6
1378,29.73,275.46,220.02,65.41,0.8972,28.7
1379,30.57,273.82,220.0,65.39,0.9117,29.5
1380,31.19,272.89,219.63,65.56,0.8737,28.1
1381,31.3,271.59,220.33,65.55,0.9149,29.5
1382,34.52,270.81,220.41,65.55,0.8845,27.9
1383,34.4,269.81,220.81,65.82,0.8961,29.0
1384,36.88,269.68,221.37,65.35,0.9523,27.7
1385,36.53,268.09,222.5,65.26,0.9472,28.8
1386,38.91,264.57,223.44,65.27,0.9085,27.8
1387,39.26,251.33,222.07,66.0,0.9461,29.7
1388,42.99,252.05,222.16,65.27,0.9425,29.1
1389,44.04,239.11,222.53,64.94,0.9207,27.3
1390,43.56,241.31,223.99,64.53,0.8917,28.5
1391,42.5,241.9,226.46,64.29,0.9251,28.5
1392,47.06,240.99,223.93,63.85,0.9049,28.2
1393,46.19,239.01,224.94,64.12,0.9372,27.2
1394,46.42,236.66,225.81,64.46,0.9491,29.2
1395,44.41,235.03,226.5,65.2,0.9722,28.2
1396,42.25,234.65,226.03,65.67,0.9637,28.5
1397,41.75,236.83,225.25,65.96,0.9805,28.6
1398,42.05,240.24,223.99,66.56,0.9868,27.8
1399,41.84,243.44,223.47,66.75,0.9903,29.0
1400,41.86,247.1,222.62,66.84,0.9867,27.5
1401,39.87,251.34,222.59,66.82,0.9822,29.2
1402,40.63,255.5,220.64,66.89,0.9282,27.5
1403,43.4,259.93,218.96,66.56,0.9689,30.2
1404,43.49,263.46,217.88,66.13,0.9826,28.1
1405,44.52,264.69,217.22,66.27,0.948,28.2
1406,46.04,264.67,216.48,65.93,0.945,28.8
1407,45.89,262.04,216.54,66.12,0.9612,28.5
1408,49.29,257.49,208.24,72.02,0.957,28.7
1409,49.06,255.96,208.79,69.94,0.8731,27.5
1410,44.62,256.16,212.06,68.14,0.9478,29.0
1411,42.81,256.78,213.96,66.69,0.9399,27.8
1412,43.61,255.45,215.73,65.92,0.971,28.5
1413,42.74,252.61,216.73,65.55,0.9679,27.9
1414,39.84,240.07,216.99,65.62,0.9527,28.5
1415,42.55,241.47,217.12,65.27,0.922,28.5
1416,38.24,241.44,219.33,64.6,0.9426,28.3
1417,38.75,241.53,219.46,64.31,0.9498,29.6
1418,39.76,241.13,219.74,64.54,0.9665,28.3
1419,40.34,240.78,219.82,64.84,0.9728,29.4
1420,37.7,239.15,221.0,65.12,0.9659,26.9
1421,37.46,238.5,220.87,65.7,0.9551,28.7
1422,37.44,238.57,220.35,66.45,0.9668,27.9
1423,38.28,240.21,219.82,66.44,0.9803,29.4
1424,38.41,242.49,219.03,66.63,0.9906,27.9
1425,37.63,244.88,217.73,66.84,0.9863,28.1
1426,35.77,246.53,217.66,66.83,0.9389,28.3
1427,37.31,247.1,216.69,66.74,0.9519,28.1
1428,36.17,248.37,216.84,66.49,0.9753,28.4
1429,34.23,249.75,217.06,66.4,0.9865,27.9
1430,33.36,251.35,215.96,66.95,0.9606,29.7
1431,36.06,251.28,215.5,66.18,0.9768,28.0
1432,35.71,249.69,216.37,66.2,0.9752,28.6
1433,34.49,248.22,217.32,66.27,0.9813,27.6
1434,32.52,248.66,218.31,66.02,0.9864,29.1
1435,31.48,249.81,218.02,66.15,0.9924,29.2
1436,31.1,251.92,217.4,65.9,0.9892,28.3
1437,29.87,253.06,217.43,66.2,0.9736,28.4
1438,28.68,253.83,217.11,66.57,0.9695,28.6
1439,33.69,254.79,216.9,65.85,0.9809,30.4
1440,33.6,253.62,216.66,65.81,0.9815,28.0
1441,33.52,252.02,216.21,65.81,0.9827,29.4
1442,32.21,252.08,215.86,65.5,0.9847,28.1
1443,33.4,251.49,215.51,65.32,0.9825,28.8
1444,35.73,250.97,214.6,65.45,0.986,28.1
1445,33.51,250.06,215.36,65.72,0.9811,28.3
1446,33.28,249.11,215.72,65.84,0.9797,27.9
1447,33.42,247.0,216.65,65.96,0.9646,28.5
1448,31.41,246.12,217.21,66.22,0.9645,28.9
1449,31.92,246.16,216.27,66.35,0.9708,28.3
1450,31.73,245.57,216.62,66.33,0.9586,29.0
1451,33.35,244.28,217.88,65.85,0.9847,29.0
1452,36.54,243.58,217.79,65.93,0.9833,28.6
1453,36.89,243.35,218.76,65.66,0.9836,27.4
1454,34.86,243.87,219.15,65.92,0.98,28.5
1455,35.23,244.67,219.13,65.18,0.9721,28.8
1456,36.3,245.0,219.12,64.71,0.9591,28.7
1457,39.23,246.4,219.42,64.23,0.9847,28.2
1458,37.75,247.59,219.26,64.08,0.9831,28.3
1459,38.81,246.42,220.29,64.31,0.9692,28.6
1460,40.6,243.78,220.58,65.06,0.9694,28.2
1461,38.18,241.09,222.73,65.23,0.9686,28.4
1462,36.72,239.46,224.09,65.53,0.9765,27.6
1463,35.58,238.89,224.49,65.56,0.9521,29.4
1464,35.79,238.36,224.46,65.79,0.9453,28.2
1465,33.81,238.83,224.89,65.91,0.9792,28.9
1466,33.06,241.29,224.64,66.08,0.9862,28.0
1467,34.64,245.29,224.55,66.03,0.9804,30.0
1468,36.53,248.38,223.85,65.9,0.9834,29.1
1469,35.5,248.38,224.38,65.7,0.9611,28.2
1470,34.83,248.53,224.49,65.4,0.9738,28.3
1471,34.44,251.14,224.32,65.59,0.9869,28.4
1472,34.24,256.16,223.61,65.61,0.9459,28.6
1473,35.57,258.81,221.43,65.94,0.9433,27.7
1474,33.66,260.01,221.14,65.64,0.9567,28.7
1475,33.32,263.26,221.96,65.32,0.9672,27.9
1476,34.7,266.34,221.21,65.05,0.973,28.3
1477,34.08,267.2,221.51,65.06,0.9705,28.1
1478,34.14,266.69,221.67,64.88,0.9687,28.3
1479,31.05,267.45,221.99,64.72,0.9732,28.4
1480,31.86,270.48,221.63,64.75,0.9861,27.9
1481,32.16,272.25,221.59,64.63,0.9755,29.4
1482,32.94,268.62,220.4,65.26,0.9672,28.0
1483,34.39,257.07,218.78,64.71,0.9569,29.8
1484,31.47,258.11,219.7,64.8,0.9707,27.7
1485,29.79,258.35,220.59,64.6,0.9672,28.3
1486,28.49,257.84,221.25,64.86,0.9706,27.9
1487,25.93,257.71,220.93,65.35,0.9608,29.1
1488,29.29,259.39,220.35,65.71,0.9809,29.3
1489,29.7,261.15,221.11,65.56,0.9848,28.3
1490,26.74,261.12,222.18,65.33,0.9754,28.3
1491,27.91,259.49,222.32,65.69,0.9531,27.4
1492,27.6,259.14,222.58,65.57,0.955,28.9
1493,28.77,258.24,223.13,65.58,0.9813,28.2
1494,28.5,258.67,223.94,65.81,0.9727,28.3
1495,27.99,260.55,224.29,65.66,0.9888,27.1
1496,27.36,260.02,223.64,65.61,0.9795,28.7
1497,26.89,258.38,223.81,65.99,0.957,27.6
1498,25.41,256.99,224.54,66.09,0.9371,29.0
1499,26.05,255.84,224.51,66.5,0.9597,28.7
1500,26.52,255.59,224.11,66.53,0.9836,28.3
1501,26.58,257.2,224.6,66.51,0.9789,28.5
1502,25.86,257.55,224.26,66.43,0.9575,28.6
1503,27.05,257.74,224.3,66.59,0.961,29.7
1504,26.6,256.72,224.05,66.94,0.9455,27.6
1505,27.25,255.94,223.83,66.71,0.9818,28.8
1506,28.11,255.85,223.99,66.6,0.9787,27.6
1507,27.97,257.21,224.33,66.86,0.9825,29.3
1508,29.53,258.5,223.05,67.0,0.9809,28.1
1509,28.3,259.7,222.77,67.0,0.976,29.0
1510,29.22,258.94,222.84,66.82,0.9243,27.6
1511,29.66,257.97,223.82,66.63,0.9729,28.6
1512,27.95,258.62,225.37,66.59,0.9609,28.2
1513,29.36,259.14,224.96,66.64,0.9842,28.4
1514,32.55,259.0,223.36,66.93,0.9472,28.1
1515,34.04,259.15,222.69,66.9,0.9517,28.2
1516,34.69,260.22,222.82,66.55,0.9536,28.9
1517,34.29,260.6,223.31,66.81,0.9707,27.6
1518,32.7,260.95,222.98,67.48,0.9231,28.7
1519,35.75,260.54,222.07,67.45,0.9602,28.0
1520,34.24,260.07,223.64,66.83,0.9507,28.6
1521,34.32,259.13,223.91,66.66,0.95,27.8
1522,35.1,257.93,222.84,67.24,0.9392,29.4
1523,34.18,257.74,223.87,66.99,0.9562,27.6
1524,34.64,258.1,225.29,66.11,0.9785,28.7
1525,33.48,258.33,225.17,67.2,0.9884,28.0
1526,33.41,259.5,225.9,67.2,0.9926,29.0
1527,31.5,262.09,225.16,67.57,0.9934,27.9
1528,30.42,265.88,223.85,67.84,0.9869,28.2
1529,31.17,269.65,222.76,67.82,0.9927,28.5
1530,32.18,272.39,222.57,67.7,0.9927,28.1
1531,33.35,274.15,223.49,67.85,0.9917,29.1
1532,29.63,275.59,223.8,67.78,0.9757,28.1
1533,32.35,277.8,224.7,67.54,0.9815,28.6
1534,29.38,278.21,224.92,68.07,0.9672,27.2
1535,28.75,277.47,225.57,67.91,0.9493,29.1
1536,29.41,275.72,226.01,67.81,0.9532,27.5
1537,27.61,273.88,226.72,67.66,0.9399,28.7
1538,25.81,272.79,227.32,67.68,0.9545,27.9
1539,26.78,271.84,227.38,67.63,0.9365,28.7
1540,28.47,269.7,227.65,68.2,0.9441,28.5
1541,25.43,268.08,227.42,68.3,0.9312,28.0
1542,27.18,266.95,227.57,68.32,0.9513,28.2
1543,29.26,266.1,227.46,68.51,0.9453,28.3
1544,27.22,267.38,227.63,68.78,0.9855,29.1
1545,26.4,270.83,226.13,69.42,0.9801,28.2
1546,27.65,276.4,223.92,70.21,0.9608,28.8
1547,28.77,281.19,223.59,69.55,0.9727,27.3
1548,28.83,284.61,224.47,69.09,0.9844,29.0
1549,28.13,286.47,225.83,68.27,0.9812,27.7
1550,28.26,287.87,227.01,67.84,0.9873,28.6
1551,28.57,289.76,226.9,67.5,0.9847,27.7
1552,25.99,291.59,228.25,67.14,0.978,28.9
1553,26.99,293.47,228.21,67.0,0.9817,28.2
1554,25.63,294.7,228.05,67.46,0.9529,28.4
1555,26.19,296.06,226.81,67.75,0.9546,28.2
1556,26.95,296.78,225.87,67.65,0.964,28.3
1557,25.86,298.02,225.15,67.63,0.8977,28.3
1558,29.9,298.23,223.61,67.5,0.897,28.3
1559,29.37,298.36,223.47,67.54,0.9277,29.5
1560,27.96,299.01,223.26,67.71,0.9303,28.0
1561,29.77,299.68,223.01,67.39,0.9435,28.4
1562,29.17,299.85,224.31,67.09,0.9664,27.7
1563,29.27,301.27,224.55,67.4,0.9455,28.3
1564,27.4,301.91,225.34,67.12,0.9827,27.5
1565,27.38,303.2,225.68,67.26,0.9388,29.7
1566,28.92,304.18,226.04,66.74,0.9499,28.1
1567,28.4,304.22,224.81,67.45,0.942,28.7
1568,28.0,304.23,225.11,67.63,0.9426,28.0
1569,30.0,304.22,224.93,67.51,0.9034,28.3
1570,28.41,305.24,225.72,67.0,0.968,27.9
1571,27.71,306.4,227.29,66.76,0.9283,29.0
1572,27.31,307.49,228.32,66.88,0.8842,28.4
1573,27.31,308.5,229.11,66.86,0.8788,28.3
1574,25.14,309.46,229.26,66.93,0.9133,29.1
1575,26.53,310.66,227.13,67.35,0.924,28.0
1576,26.62,312.06,227.0,66.96,0.8729,29.1
1577,27.09,312.19,227.25,66.87,0.7299,28.0
1578,27.51,311.95,227.17,67.09,0.8282,28.9
1579,28.48,312.32,226.35,67.62,0.8514,27.6
1580,27.44,312.73,226.1,67.55,0.8641,29.0
1581,28.44,313.65,225.84,67.4,0.764,27.5
1582,29.31,314.07,225.48,67.2,0.8412,28.6
1583,26.73,313.47,226.04,67.22,0.8636,27.4
1584,26.5,313.85,227.25,66.83,0.8647,29.3
1585,24.81,314.49,228.49,66.43,0.8374,28.2
1586,23.94,314.61,228.99,66.57,0.9268,29.0
1587,23.87,314.45,228.7,67.31,0.9113,28.0
1588,21.92,313.28,228.43,68.04,0.9531,28.8
1589,21.56,314.21,228.83,67.75,0.9032,28.7
1590,21.4,314.44,228.89,67.96,0.8866,28.4
1591,22.18,314.79,228.82,68.11,0.8028,29.0
1592,17.7,315.77,230.45,67.52,0.9196,28.1
1593,19.0,317.42,228.72,67.62,0.895,28.6
1594,19.56,319.31,229.63,67.14,0.8599,27.7
1595,18.25,320.93,229.8,66.96,0.8874,28.6
1596,18.36,323.76,230.28,66.72,0.8741,27.3
1597,15.72,326.27,230.31,66.4,0.8876,28.5
1598,14.13,328.87,229.88,66.01,0.8752,27.6
1599,16.36,329.98,228.94,66.27,0.9118,29.4
