frame,x1,y1,w,h,score,ms
2952,13.98,309.6,263.52,94.7,0.2452,29.2
2953,10.92,311.49,262.87,94.53,0.2345,28.0
2954,25.99,296.58,264.01,95.21,0.4371,28.7
2955,8.71,301.06,264.86,95.62,0.3917,27.9
2956,-9.99,307.45,266.58,94.58,0.3939,29.2
2957,-3.29,294.37,267.18,94.73,0.4215,28.9
2958,2.66,297.62,267.83,95.85,0.4717,28.9
2959,-0.94,285.04,268.85,95.51,0.3367,30.1
2960,13.21,286.68,267.81,97.68,0.6147,28.3
2961,9.67,293.13,268.78,98.1,0.4788,29.2
2962,-13.77,297.75,268.2,96.43,0.4701,28.2
2963,-2.23,295.96,265.48,95.31,0.6991,29.7
2964,-19.24,292.71,265.45,94.85,0.4628,29.3
2965,-12.24,277.41,265.65,94.46,0.5498,28.9
2966,0.83,295.82,263.59,95.32,0.4358,29.2
2967,7.18,280.08,262.71,96.88,0.712,28.2
2968,-3.69,286.16,260.6,96.56,0.479,30.1
2969,7.51,286.75,260.69,96.21,0.3361,28.3
2970,-6.53,296.64,261.44,95.5,0.241,29.5
2971,-5.92,279.86,261.07,95.23,0.3732,29.0
2972,6.79,287.34,261.78,94.49,0.5429,28.6
2973,12.09,272.04,262.59,94.29,0.5288,29.3
2974,25.18,276.14,261.6,94.24,0.3838,28.0
2975,21.67,280.59,261.32,94.77,0.343,29.5
2976,19.28,280.76,260.25,95.59,0.6665,28.5
2977,28.89,284.35,258.96,95.31,0.482,29.0
2978,36.12,282.78,259.92,95.09,0.3676,28.5
2979,27.8,282.69,257.32,96.21,0.4824,28.4
2980,21.31,284.19,256.98,96.54,0.4052,29.8
2981,19.93,289.39,256.71,96.06,0.3989,27.8
2982,23.18,291.96,256.64,95.48,0.4487,29.0
2983,42.92,291.8,256.03,96.35,0.3773,27.6
2984,33.1,293.62,257.15,95.42,0.5332,29.2
2985,38.68,282.62,258.1,94.98,0.2047,28.5
2986,54.51,281.02,257.02,95.25,0.2843,29.0
2987,53.43,277.59,256.4,95.34,0.257,28.8
2988,49.21,279.04,255.99,95.72,0.238,28.3
2989,53.3,277.51,256.38,95.73,0.2856,29.9
2990,54.34,275.77,255.79,95.81,0.3116,27.6
2991,54.23,272.01,254.97,96.02,0.3579,28.9
2992,55.33,267.3,254.34,96.42,0.3864,28.2
2993,53.82,260.15,254.1,96.58,0.4516,29.5
2994,54.99,256.83,254.17,96.97,0.3467,29.0
2995,54.58,255.48,254.54,97.16,0.3582,28.9
2996,55.12,251.99,254.81,97.13,0.4177,29.9
2997,54.03,251.28,255.43,96.97,0.4334,28.5
2998,50.79,249.11,256.3,96.36,0.5445,29.3
2999,47.62,252.1,256.09,95.8,0.3425,28.6
3000,47.18,252.67,258.32,94.55,0.2892,29.1
3001,58.34,254.05,259.47,93.72,0.1721,28.8
3002,47.68,256.79,259.91,92.68,0.2366,28.4
3003,41.93,258.89,259.78,92.02,0.2264,30.0
3004,33.62,242.6,260.92,91.51,0.3095,27.5
3005,37.11,248.01,260.73,91.3,0.1521,28.8
3006,45.7,248.33,260.6,90.78,0.2327,27.9
3007,48.35,245.06,259.18,90.84,0.5408,29.4
3008,36.85,250.39,258.58,90.98,0.2603,28.9
3009,44.07,247.88,258.08,90.89,0.5386,28.3
3010,43.83,248.13,258.52,91.32,0.5217,29.4
3011,41.4,250.83,259.28,91.21,0.5747,27.6
3012,37.73,251.49,259.78,90.97,0.4509,29.3
3013,38.17,251.85,257.58,91.4,0.6704,28.2
3014,35.57,253.9,256.4,91.44,0.5182,29.6
3015,37.75,257.34,256.69,91.04,0.4844,29.0
3016,30.41,263.37,257.34,90.36,0.5946,28.7
3017,37.57,252.2,257.23,90.09,0.2707,29.9
3018,44.43,251.08,257.56,89.15,0.6168,28.4
3019,49.11,249.71,256.36,88.81,0.5166,28.7
3020,46.26,249.42,256.42,89.52,0.5858,27.6
3021,46.55,250.42,254.81,89.75,0.6823,28.8
3022,57.1,248.51,254.72,88.89,0.5914,28.0
3023,52.18,246.11,254.11,88.71,0.4239,28.7
3024,49.8,246.23,254.08,88.55,0.4705,28.5
3025,52.7,244.84,253.15,88.36,0.4232,28.1
3026,52.23,244.29,253.2,87.98,0.3811,29.1
3027,54.75,242.88,252.81,88.13,0.4476,28.1
3028,54.47,246.51,251.0,89.08,0.3419,29.0
3029,56.35,251.67,249.66,89.36,0.4925,27.5
3030,54.69,270.71,249.6,88.88,0.4378,28.7
3031,59.32,269.1,249.05,89.05,0.3148,28.4
3032,54.26,271.99,250.67,88.12,0.4368,29.0
3033,57.56,271.07,250.55,88.17,0.4897,28.5
3034,54.36,271.61,250.04,88.25,0.3286,28.2
3035,53.16,271.07,249.95,88.27,0.2371,29.4
3036,52.57,271.22,251.19,87.58,0.5255,27.6
3037,50.44,269.17,250.14,87.94,0.5293,29.1
3038,47.13,269.38,247.71,88.47,0.6215,27.8
3039,49.34,268.15,248.64,87.59,0.5072,29.2
3040,40.34,259.09,248.47,87.75,0.4918,28.4
3041,50.74,258.73,247.81,86.19,0.7659,29.1
3042,58.79,253.98,248.02,84.24,0.5349,28.8
3043,50.77,255.8,247.47,83.27,0.686,28.3
3044,57.86,252.66,249.53,81.98,0.4475,28.8
3045,54.76,250.33,247.25,82.09,0.6364,27.5
3046,63.0,247.27,248.57,80.0,0.5308,28.8
3047,52.61,249.69,248.93,79.35,0.5991,28.0
3048,57.87,253.92,248.57,77.88,0.7314,29.1
3049,51.31,252.17,247.95,77.34,0.4304,28.6
3050,45.6,255.88,245.62,78.32,0.5337,28.5
3051,52.58,255.39,243.09,77.64,0.8233,28.8
3052,57.33,255.01,243.96,78.06,0.5858,27.8
3053,59.84,255.31,242.31,78.49,0.4186,28.9
3054,55.06,255.57,238.69,80.38,0.7347,27.9
3055,49.99,258.72,240.96,80.07,0.6087,28.9
3056,46.15,259.82,240.22,80.51,0.5166,27.4
3057,54.73,257.67,240.42,80.96,0.5304,29.1
3058,45.61,259.33,241.83,80.4,0.6882,28.0
3059,56.38,258.02,242.23,81.14,0.757,28.8
3060,49.26,258.78,243.89,82.08,0.658,28.6
3061,54.58,264.69,246.0,80.1,0.6467,28.6
3062,48.61,267.53,246.12,79.41,0.5517,29.7
3063,39.44,270.56,243.28,78.72,0.5245,28.2
3064,46.48,267.26,242.38,79.24,0.4353,29.0
3065,48.85,268.68,242.24,78.16,0.4661,28.1
3066,57.58,265.82,243.67,77.24,0.4646,29.1
3067,47.34,266.11,242.45,77.08,0.5564,28.6
3068,56.33,264.31,242.37,75.73,0.7218,28.6
3069,52.98,262.99,242.28,76.33,0.7059,28.9
3070,52.4,263.99,240.94,77.16,0.6204,28.1
3071,61.68,264.18,241.99,76.04,0.6812,28.7
3072,62.98,262.41,242.38,76.34,0.799,27.8
3073,59.61,265.84,244.35,74.83,0.5353,28.4
3074,59.39,266.47,243.83,74.59,0.693,27.4
3075,66.26,266.2,242.48,74.01,0.7201,29.3
3076,66.39,264.06,242.19,73.42,0.6796,27.7
3077,70.17,266.61,239.55,72.92,0.8264,28.6
3078,65.27,267.9,241.41,72.23,0.4993,27.7
3079,78.0,269.87,241.18,71.59,0.4884,29.0
3080,76.81,267.02,240.82,71.79,0.5932,28.0
3081,76.97,267.39,239.94,72.24,0.83,28.6
3082,74.72,269.56,240.17,72.87,0.7193,28.7
3083,70.37,273.87,238.79,72.35,0.7258,28.7
3084,75.17,274.23,241.07,71.67,0.5603,29.4
3085,84.44,274.3,240.56,71.5,0.5817,28.0
3086,81.86,274.46,241.15,71.72,0.6679,29.5
3087,82.79,278.57,242.45,71.54,0.475,28.3
3088,80.21,280.86,244.57,71.83,0.5653,28.7
3089,82.35,280.76,245.35,71.74,0.6104,28.5
3090,74.46,279.5,248.05,71.95,0.668,28.7
3091,83.77,282.32,248.67,71.82,0.4812,29.1
3092,69.13,283.92,249.79,71.48,0.3886,28.3
3093,80.27,288.73,249.92,72.1,0.4893,29.6
3094,65.49,291.92,248.9,72.69,0.5137,28.0
3095,77.22,279.48,249.01,73.06,0.4822,29.1
3096,79.8,284.54,249.44,72.84,0.4865,27.7
3097,63.02,286.41,250.47,72.85,0.5267,28.8
3098,71.26,291.46,250.05,73.45,0.4285,28.3
3099,79.57,291.1,251.26,73.48,0.4618,28.3
3100,72.21,291.1,251.97,73.32,0.3698,28.7
3101,75.36,291.41,251.65,73.98,0.3364,28.5
3102,69.43,291.69,251.22,75.01,0.4229,29.2
3103,74.19,281.58,249.17,74.36,0.6928,28.2
3104,84.54,283.27,249.8,74.64,0.597,29.6
3105,62.69,288.12,249.71,75.49,0.3804,28.1
3106,74.07,274.61,249.47,75.22,0.4439,28.9
3107,53.94,282.12,248.95,75.46,0.3134,27.6
3108,69.64,286.23,247.11,76.68,0.583,28.6
3109,62.28,289.6,246.73,77.56,0.3189,28.0
3110,55.18,278.93,247.03,76.98,0.348,28.8
3111,65.06,270.07,251.06,75.56,0.5242,28.5
3112,51.83,278.33,253.17,75.17,0.5075,28.2
3113,61.57,267.39,255.89,75.02,0.5532,29.0
3114,55.69,274.42,257.91,75.6,0.5731,28.0
3115,51.99,278.74,254.49,77.76,0.7219,28.9
3116,52.84,280.75,256.13,78.08,0.355,27.9
3117,45.93,284.15,257.83,78.59,0.4288,28.7
3118,45.71,271.09,261.91,77.92,0.4742,27.7
3119,47.53,274.04,263.71,78.79,0.4485,29.1
3120,40.51,277.48,263.95,79.97,0.6586,28.3
3121,30.15,282.73,266.79,80.04,0.3611,28.8
3122,-3.33,287.68,270.21,80.55,0.3428,28.5
3123,-43.03,297.41,271.5,82.18,0.422,28.9
3124,5.19,283.16,273.94,83.11,0.3653,29.3
3125,41.71,269.16,277.33,83.12,0.4365,28.2
3126,55.93,269.51,278.56,83.25,0.3446,29.6
3127,40.41,275.56,280.68,83.5,0.4005,27.8
3128,48.33,260.7,282.47,83.41,0.443,29.1
3129,60.56,268.97,284.06,83.68,0.3834,28.7
3130,33.7,274.65,284.1,86.4,0.5061,29.2
3131,42.63,261.34,284.74,85.96,0.3881,29.4
3132,28.82,269.07,287.51,86.12,0.5723,28.5
3133,9.15,274.91,287.69,88.46,0.3946,30.0
3134,-9.45,284.03,289.61,90.86,0.4984,28.8
3135,18.37,268.54,291.74,91.48,0.3271,29.7
3136,-3.93,274.46,292.96,92.27,0.3201,29.0
3137,29.19,259.84,291.4,91.94,0.6642,29.2
3138,36.93,265.87,291.06,93.63,0.3883,29.5
3139,21.12,258.39,296.26,93.81,0.3502,28.0
3140,9.53,268.37,297.1,94.5,0.182,29.9
3141,18.28,257.4,299.27,95.05,0.418,29.2
3142,12.55,263.43,299.72,96.35,0.4163,29.5
3143,-37.21,269.58,299.3,97.65,0.342,30.6
3144,-4.9,258.91,302.8,98.25,0.4739,28.4
3145,5.34,261.57,303.5,99.56,0.5061,30.0
3146,-11.43,271.21,304.81,100.87,0.4786,29.3
3147,-14.04,259.26,306.0,100.6,0.3551,29.5
3148,-35.68,268.45,305.06,101.34,0.3648,30.4
3149,-3.85,258.2,306.82,100.99,0.415,28.7
3150,-26.71,270.17,305.73,101.94,0.3827,29.9
3151,-10.83,261.04,308.06,101.54,0.2435,29.2
3152,34.8,264.63,299.33,105.7,0.6969,30.1
3153,-7.52,271.66,302.2,105.23,0.3118,30.4
3154,-35.36,286.61,301.1,104.72,0.4857,28.7
3155,-0.45,271.12,305.42,103.84,0.5127,30.2
3156,-43.26,276.72,305.63,104.73,0.3362,29.5
3157,-16.26,265.75,307.46,104.53,0.436,29.8
3158,-6.3,273.42,311.15,104.61,0.4906,30.6
3159,-2.9,263.25,311.71,103.8,0.3237,29.0
3160,40.64,262.92,302.95,106.46,0.622,30.3
3161,-2.58,273.02,303.17,105.83,0.4979,29.4
3162,-4.07,258.63,304.7,104.62,0.4564,29.7
3163,-13.17,273.71,304.89,104.66,0.3082,30.4
3164,-19.11,273.47,303.8,107.26,0.6095,28.4
3165,8.43,255.78,307.97,106.67,0.4912,30.4
3166,-5.38,265.3,310.56,106.84,0.512,29.6
3167,-24.73,275.95,309.82,107.34,0.4614,29.6
3168,-37.16,259.51,310.69,107.18,0.2651,30.7
3169,-12.34,266.09,313.11,106.56,0.358,29.1
3170,-45.6,253.16,314.07,106.2,0.2904,30.2
3171,-20.49,260.48,313.37,106.14,0.4738,29.6
3172,-19.35,268.93,315.58,106.2,0.3081,28.6
3173,-38.19,278.71,315.8,106.55,0.384,30.2
3174,21.59,259.07,310.04,108.58,0.3563,29.0
3175,-24.39,266.45,312.02,108.34,0.3272,30.1
3176,-20.2,256.73,312.29,107.37,0.437,29.8
3177,-22.66,273.08,312.23,107.6,0.172,28.9
3178,-16.33,260.22,312.71,107.24,0.3661,30.6
3179,-3.64,264.94,314.38,105.83,0.4978,28.9
3180,-13.26,275.14,315.51,105.29,0.4374,29.9
3181,-5.85,257.33,318.57,103.93,0.4326,30.1
3182,-20.87,267.65,318.95,104.99,0.4052,29.0
3183,-15.66,250.01,319.85,105.0,0.4121,30.5
3184,-7.27,260.32,321.87,105.46,0.3576,29.3
3185,-19.73,244.64,325.5,104.92,0.258,30.0
3186,-7.34,252.33,324.3,105.07,0.4253,31.4
3187,-22.56,265.42,325.12,105.62,0.3912,29.8
3188,-10.62,253.9,327.4,104.77,0.3486,30.1
3189,-28.34,259.95,330.8,104.89,0.3194,30.1
3190,-27.51,272.09,329.2,105.99,0.3191,29.3
3191,-29.73,273.01,325.14,108.24,0.2775,30.6
3192,-12.23,274.43,316.33,113.39,0.5918,29.8
3193,-13.65,264.99,315.25,111.47,0.4869,30.0
3194,19.53,270.57,309.9,113.41,0.568,30.3
3195,-19.71,277.1,312.34,112.98,0.2714,28.7
3196,4.06,280.82,308.52,115.0,0.3599,30.7
3197,8.87,288.02,303.9,116.74,0.3728,30.1
3198,-2.84,274.32,305.48,115.62,0.2562,29.1
3199,4.25,308.59,303.03,116.88,0.1807,30.3
3200,31.44,290.73,299.94,116.46,0.3376,29.2
3201,12.05,299.86,292.36,117.67,0.6324,29.8
3202,18.49,305.38,290.41,117.57,0.3148,30.3
3203,3.43,294.57,294.69,115.93,0.3508,28.8
3204,36.18,300.44,290.9,116.77,0.4056,30.1
3205,25.04,310.21,286.21,118.11,0.583,29.3
3206,-3.9,298.43,291.49,115.44,0.3569,29.8
3207,28.16,309.2,285.05,115.53,0.517,30.9
3208,16.29,310.63,281.16,117.24,0.4387,28.4
3209,26.32,318.99,278.53,117.94,0.3017,30.1
3210,-6.18,284.61,284.38,115.4,0.3048,29.5
3211,30.48,314.43,282.62,115.8,0.3833,29.6
3212,22.57,316.12,279.23,116.66,0.4274,29.8
3213,-17.42,306.94,284.21,114.4,0.3768,28.4
3214,-37.54,312.81,284.38,114.09,0.3074,29.9
3215,-1.85,300.14,287.83,112.04,0.5554,29.1
3216,-8.2,289.07,291.96,110.28,0.4242,29.5
3217,0.78,297.36,292.58,109.28,0.4545,29.8
3218,9.03,286.22,298.19,107.5,0.3924,28.9
3219,-13.54,297.51,299.2,107.15,0.131,30.0
3220,-35.24,310.82,298.56,106.7,0.2796,28.8
3221,-7.23,300.06,300.36,105.65,0.206,30.2
3222,-20.78,309.8,301.86,105.22,0.1757,29.8
3223,13.61,298.23,303.78,103.47,0.4196,28.4
3224,-4.8,308.22,304.21,103.01,0.2475,30.2
3225,5.87,309.65,301.46,104.2,0.2125,29.2
3226,16.89,293.88,303.14,102.97,0.3663,29.9
3227,-3.57,302.48,305.44,102.92,0.3095,30.0
3228,-23.98,311.55,306.03,102.86,0.1333,29.2
3229,14.63,293.26,307.28,101.36,0.5832,30.3
3230,-28.72,305.96,308.19,101.03,0.173,29.2
3231,-31.59,315.07,307.17,101.64,0.2448,29.7
3232,-28.02,304.21,308.01,101.29,0.1252,30.3
3233,-33.51,310.63,306.45,101.95,0.3145,29.2
3234,-24.85,298.05,306.96,101.43,0.2537,30.3
3235,-15.3,306.86,306.4,101.0,0.5021,29.3
3236,-2.28,296.27,307.53,100.37,0.3326,29.9
3237,-20.53,303.6,307.2,101.26,0.5212,30.5
3238,-11.93,292.1,307.35,100.52,0.3448,28.6
3239,-29.23,299.65,308.16,100.72,0.2276,30.4
3240,-24.16,287.57,308.69,99.97,0.2426,29.2
3241,-14.97,297.48,309.78,99.88,0.3343,29.7
3242,-20.97,280.49,310.07,99.45,0.1606,30.8
3243,-8.98,292.04,311.67,99.47,0.3235,28.4
3244,1.86,276.89,312.41,98.97,0.2603,30.1
3245,-12.64,288.99,313.68,98.71,0.2412,29.2
3246,5.66,292.18,314.2,99.11,0.525,29.9
3247,-38.69,301.88,312.75,99.61,0.2212,30.2
3248,-8.96,311.27,311.92,99.46,0.2956,28.9
3249,-23.65,297.67,312.53,98.9,0.3549,30.2
3250,-39.08,305.52,311.76,98.97,0.1059,29.4
3251,-56.56,312.01,310.62,99.4,0.1576,29.9
3252,-17.46,296.31,310.07,99.46,0.4242,31.1
3253,-28.3,305.11,307.35,100.38,0.3397,29.3
3254,-25.09,293.44,307.57,100.31,0.4224,29.5
3255,7.55,297.95,309.57,100.01,0.5386,29.2
3256,-34.9,306.42,310.25,100.12,0.1979,29.5
3257,-15.22,314.65,310.96,100.55,0.2274,30.6
3258,13.8,301.96,312.51,100.16,0.1264,29.2
3259,-3.33,316.34,313.05,100.31,0.192,29.6
3260,-1.75,303.07,312.59,99.93,0.299,29.8
3261,16.57,308.23,308.07,102.01,0.2765,29.3
3262,7.18,291.74,309.79,101.83,0.4237,30.4
3263,-15.33,301.5,310.67,101.8,0.248,29.3
3264,-40.09,313.35,311.28,101.87,0.1584,30.1
3265,-18.0,298.3,311.78,101.56,0.1761,29.6
3266,-38.33,312.95,311.34,101.41,0.2363,29.4
3267,-24.97,299.31,312.28,101.1,0.3063,30.8
3268,-33.08,308.89,312.96,101.29,0.1972,29.0
3269,-16.71,293.42,312.16,100.97,0.3109,29.7
3270,-7.57,300.63,311.77,101.73,0.3549,29.7
3271,-30.26,312.73,313.28,101.34,0.1793,29.3
3272,-13.93,299.83,313.84,100.89,0.3009,30.5
3273,8.38,302.04,310.27,102.39,0.2437,29.4
3274,-21.18,289.82,311.43,101.26,0.3228,30.1
3275,13.46,296.77,312.07,100.13,0.3536,29.4
3276,-2.04,306.13,313.02,99.81,0.1729,28.6
3277,-48.72,316.62,312.62,100.53,0.2614,30.5
3278,-22.96,307.32,314.31,99.36,0.3272,29.0
3279,-8.31,296.62,314.52,99.48,0.3276,30.5
3280,-4.22,303.72,315.55,99.67,0.3107,29.6
3281,-28.38,315.77,316.47,99.46,0.2987,29.4
3282,-12.61,297.47,313.55,100.3,0.6448,30.6
3283,-9.0,307.84,315.69,100.59,0.4713,28.7
3284,-46.88,317.52,315.26,101.05,0.2186,29.8
3285,19.5,294.7,312.84,101.28,0.569,29.5
3286,3.79,303.8,314.9,100.71,0.3404,29.8
3287,-18.62,310.65,315.66,99.86,0.4473,30.9
3288,-33.71,321.91,315.03,100.41,0.1369,28.8
3289,-12.22,309.28,315.67,100.28,0.2083,30.1
3290,-36.71,323.41,316.55,100.64,0.1995,29.6
3291,10.24,303.19,314.35,101.71,0.512,29.4
3292,-10.72,311.19,314.2,102.15,0.2484,30.8
3293,-30.31,298.53,314.71,102.12,0.1783,28.8
3294,-24.64,307.63,315.85,101.47,0.2041,30.3
3295,-17.14,314.21,316.72,101.36,0.2018,29.6
3296,-28.71,324.4,317.41,101.34,0.1949,29.2
3297,8.08,302.05,315.2,99.32,0.6593,30.7
3298,-30.28,310.87,314.59,99.82,0.1901,29.2
3299,-18.25,317.75,314.73,99.83,0.2344,29.9
3300,-37.12,325.81,314.64,99.83,0.2146,29.9
3301,-31.77,330.72,312.61,101.1,0.2156,29.1
3302,-25.95,314.9,313.43,101.01,0.4438,30.6
3303,9.46,295.45,313.25,98.57,0.5362,29.3
3304,-1.58,303.19,313.86,99.02,0.4081,30.0
3305,14.92,305.62,311.98,98.62,0.4926,30.0
3306,2.97,309.44,311.8,98.44,0.4793,29.0
3307,-13.01,319.33,312.24,98.56,0.151,30.0
3308,-11.54,304.11,313.9,98.9,0.4554,28.8
3309,-2.18,308.43,315.01,98.11,0.3781,30.3
3310,-16.23,313.7,315.78,97.81,0.183,30.2
3311,-17.95,300.05,317.88,96.56,0.3883,29.2
3312,-19.96,314.31,318.51,96.48,0.1797,30.5
3313,-6.6,296.73,319.11,96.33,0.2241,29.0
3314,12.61,304.22,315.27,98.37,0.7337,30.1
3315,13.77,306.06,312.95,99.18,0.4229,29.5
3316,-15.83,316.34,312.05,99.94,0.296,28.7
3317,0.13,299.06,312.57,98.55,0.4335,30.0
3318,18.45,304.6,312.48,98.52,0.5575,28.7
3319,-30.41,307.04,310.96,98.26,0.3301,30.0
3320,19.53,306.36,309.64,97.72,0.4646,29.5
3321,9.48,305.98,307.58,97.54,0.5278,29.8
3322,32.67,303.37,306.08,97.77,0.5288,30.6
3323,30.42,297.88,304.89,97.53,0.4611,29.5
3324,13.63,302.58,304.39,96.91,0.4037,29.9
3325,12.06,308.08,303.69,97.35,0.4611,29.6
3326,29.21,304.91,299.88,96.95,0.466,29.2
3327,25.34,305.02,300.14,96.5,0.2751,29.9
3328,26.52,304.78,298.67,96.93,0.5193,28.6
3329,25.81,304.05,296.88,97.58,0.4941,30.3
3330,23.7,301.98,297.04,97.58,0.4222,29.6
3331,9.79,308.44,297.32,96.64,0.4947,29.4
3332,33.28,304.18,295.63,96.47,0.4196,30.4
3333,25.86,304.64,296.1,96.17,0.5003,28.9
3334,20.79,290.16,296.34,95.77,0.4181,30.4
3335,1.09,299.4,297.36,95.0,0.3048,29.4
3336,17.88,300.47,297.84,94.61,0.4227,29.5
3337,4.31,288.96,298.72,94.83,0.4176,30.5
3338,22.79,290.46,300.49,94.03,0.4136,29.3
3339,10.74,293.63,301.19,93.91,0.5647,29.6
3340,27.43,289.06,299.23,93.94,0.4021,29.0
3341,14.59,294.17,300.29,93.17,0.6202,29.4
3342,6.36,296.77,298.26,93.55,0.7251,30.0
3343,24.62,281.14,298.51,94.3,0.704,28.5
3344,20.11,280.55,297.74,93.55,0.6274,29.7
3345,4.97,282.23,298.79,92.36,0.5538,28.7
3346,-3.65,290.44,297.55,92.9,0.6389,29.5
3347,6.05,279.36,299.35,92.25,0.3524,29.2
3348,16.28,285.39,296.07,93.59,0.8257,29.2
3349,7.73,286.5,294.78,93.77,0.4296,30.5
3350,30.1,283.95,293.08,93.9,0.5753,28.8
3351,19.67,285.35,292.21,93.43,0.5585,29.7
3352,27.02,286.43,292.59,93.56,0.3834,29.0
3353,12.84,286.74,292.26,93.29,0.1739,29.1
3354,22.47,286.42,291.48,93.07,0.4859,29.5
3355,13.14,290.97,290.85,93.58,0.3704,28.3
3356,2.51,284.92,292.3,93.57,0.5143,29.9
3357,12.09,289.12,292.84,93.2,0.191,28.4
3358,0.32,279.0,292.08,93.25,0.4609,29.7
3359,14.57,285.17,292.27,92.74,0.5084,29.5
3360,-1.95,293.96,291.67,92.58,0.2487,28.8
3361,16.77,279.29,292.84,92.52,0.5511,30.1
3362,15.99,279.41,291.86,91.91,0.4435,28.2
3363,7.66,283.36,290.98,91.56,0.4012,30.0
3364,16.8,273.31,289.52,91.84,0.3597,29.2
3365,6.39,276.86,289.7,92.55,0.4057,29.4
3366,-12.62,288.2,289.69,92.16,0.242,29.7
3367,-5.97,284.25,289.87,92.08,0.2962,28.3
3368,21.61,286.62,290.55,90.99,0.3145,29.7
3369,20.47,286.94,291.07,90.57,0.3271,29.1
3370,21.74,287.66,292.09,90.25,0.2273,29.3
3371,35.18,284.49,291.72,90.35,0.4168,29.7
3372,21.86,289.16,291.42,90.07,0.2709,28.5
3373,34.38,289.63,291.58,90.41,0.2005,30.2
3374,26.56,279.07,292.06,90.7,0.3987,28.7
3375,15.25,285.28,290.06,91.63,0.412,29.5
3376,35.44,289.36,289.18,91.41,0.2654,29.1
3377,31.05,279.61,290.11,91.51,0.395,29.5
3378,20.68,283.08,288.27,91.62,0.3786,29.9
3379,16.67,285.5,286.88,92.38,0.466,28.6
3380,-4.37,290.85,286.14,92.43,0.2886,29.6
3381,-0.47,283.64,285.65,92.53,0.3707,28.2
3382,10.32,283.09,284.8,92.64,0.4854,29.4
3383,17.71,282.91,283.7,92.61,0.5307,29.5
3384,-11.7,274.04,283.35,93.62,0.5324,28.8
3385,12.35,278.39,284.78,93.28,0.5776,29.9
3386,-4.36,286.28,284.46,93.07,0.2854,28.6
3387,0.69,274.9,285.71,93.26,0.3175,29.4
3388,-11.16,283.1,281.85,93.53,0.4852,29.0
3389,-16.35,292.72,279.56,93.68,0.4035,29.4
3390,-0.05,275.9,280.1,92.88,0.6113,29.6
3391,-4.82,267.66,279.92,93.39,0.3689,28.4
3392,-1.09,275.02,279.45,93.31,0.5016,29.7
3393,-15.57,282.35,278.48,92.91,0.3477,28.2
3394,8.33,278.48,275.34,93.99,0.5039,29.7
3395,16.23,265.65,277.46,93.74,0.571,29.1
3396,6.82,272.15,276.18,93.88,0.6201,29.0
3397,-4.09,275.6,275.06,93.96,0.4241,29.4
3398,6.92,265.51,276.33,94.57,0.4335,27.9
3399,-2.63,271.45,275.55,94.05,0.4597,30.1
3400,-2.14,262.76,273.91,95.59,0.5239,28.6
3401,13.58,265.53,273.72,96.32,0.6882,29.8
3402,31.31,267.65,273.74,95.93,0.488,29.5
3403,7.69,269.8,273.01,96.53,0.5336,28.6
3404,10.86,271.48,272.45,95.94,0.5234,29.7
3405,-7.38,265.13,272.45,95.66,0.3393,27.7
3406,5.63,267.08,271.6,95.62,0.5106,28.9
3407,-5.93,271.03,270.99,95.53,0.203,27.9
3408,5.79,261.64,270.8,95.4,0.2667,29.0
3409,-2.64,265.14,271.37,95.24,0.4179,28.7
3410,2.72,255.34,271.52,96.13,0.5119,29.4
3411,17.37,258.85,271.98,96.26,0.7482,30.2
3412,2.8,263.75,272.39,95.65,0.3875,28.6
3413,15.95,250.64,273.17,95.49,0.3237,30.0
3414,19.16,255.29,273.05,95.61,0.4797,28.7
3415,3.36,265.02,272.5,95.23,0.1719,29.1
3416,20.66,246.89,272.94,94.98,0.4811,28.8
3417,13.38,254.42,272.48,94.94,0.5945,28.9
3418,18.88,243.08,273.73,94.44,0.3635,29.5
3419,12.37,249.5,275.36,94.89,0.4792,28.2
3420,2.65,240.42,275.8,94.97,0.3589,30.1
3421,22.38,243.05,276.79,96.06,0.6925,28.8
3422,19.69,243.03,276.16,96.89,0.5819,29.3
3423,13.38,249.12,274.6,98.44,0.5165,29.1
3424,14.73,257.71,271.78,100.09,0.6188,27.9
3425,11.84,259.3,270.83,100.94,0.5993,29.8
3426,5.47,262.9,270.31,102.14,0.6345,28.3
3427,-2.05,269.92,270.08,105.1,0.8204,29.8
3428,-1.07,274.0,267.62,105.31,0.6673,29.2
3429,0.79,278.14,265.81,106.66,0.7634,29.1
3430,-4.02,286.41,267.43,104.84,0.7932,29.4
3431,-9.64,297.66,268.92,102.17,0.4914,28.4
3432,-27.66,308.46,266.0,99.83,0.7062,30.1
3433,-16.22,295.44,265.23,96.44,0.8905,29.0
3434,-9.34,289.27,265.05,95.88,0.7232,29.2
3435,-6.31,296.98,264.17,93.61,0.7809,28.8
3436,7.06,283.37,262.56,94.15,0.766,28.2
3437,7.13,283.87,262.39,94.49,0.884,30.2
3438,5.91,286.23,261.08,94.8,0.7817,28.1
3439,2.18,287.06,261.28,94.74,0.8348,29.6
3440,-14.18,289.58,261.9,94.67,0.6891,28.4
3441,-6.79,291.86,262.1,94.12,0.8241,29.2
3442,-12.31,281.52,261.18,94.18,0.7925,28.7
3443,-9.48,284.56,262.22,93.76,0.7777,28.6
3444,-5.62,285.04,262.68,94.46,0.7422,30.0
3445,-16.59,293.15,260.08,93.84,0.8571,28.8
3446,9.58,279.44,262.6,95.47,0.9345,29.3
