frame,x1,y1,w,h,score,ms
1345,5.57,288.8,230.64,72.28,0.7055,28.7
1346,3.47,292.78,228.31,72.74,0.805,27.9
1347,14.06,285.64,230.21,72.12,0.7427,28.5
1348,12.99,289.93,230.4,72.32,0.7888,28.7
1349,11.37,292.98,228.88,72.12,0.758,28.1
1350,18.62,294.52,226.5,74.21,0.8332,28.7
1351,9.5,297.12,227.2,73.7,0.4905,27.9
1352,20.51,286.98,228.63,72.2,0.5343,29.1
1353,11.38,292.86,228.11,70.66,0.6967,28.1
1354,9.38,286.85,231.58,70.08,0.7291,29.2
1355,10.72,290.31,231.27,71.87,0.6844,27.3
1356,14.25,292.77,230.2,73.18,0.7072,28.7
1357,0.19,296.51,229.86,73.61,0.6086,27.4
1358,13.15,287.36,230.76,73.41,0.4611,28.4
1359,21.01,291.69,233.22,72.96,0.5358,27.6
1360,0.54,295.35,230.26,74.65,0.7114,29.2
1361,13.65,296.26,233.08,74.07,0.7149,28.0
1362,-9.79,302.32,232.4,74.09,0.5323,28.2
1363,13.47,295.03,234.33,73.98,0.7477,27.9
1364,-9.66,299.42,232.82,73.65,0.5562,28.3
1365,-0.05,290.64,232.56,73.28,0.507,28.1
1366,11.43,295.57,232.77,72.49,0.4511,28.5
1367,15.06,298.22,229.14,73.89,0.9144,28.5
1368,13.05,298.39,227.26,75.61,0.8292,28.5
1369,20.5,287.19,230.38,73.63,0.5487,28.2
1370,13.92,292.21,229.66,73.03,0.7835,27.8
1371,5.65,294.87,229.72,72.8,0.5854,29.1
1372,13.94,286.11,230.24,72.85,0.6617,28.3
1373,11.48,288.88,228.9,74.02,0.7305,29.6
1374,14.86,295.54,225.09,75.41,0.7686,28.0
1375,9.11,285.93,226.19,75.1,0.6854,29.2
1376,14.66,290.12,223.88,76.61,0.7371,28.4
1377,10.93,279.48,225.57,76.44,0.7514,28.5
1378,5.9,283.44,226.87,76.1,0.5322,28.5
1379,13.74,284.32,229.14,75.61,0.6652,28.6
1380,16.95,273.04,232.59,74.72,0.7686,28.8
1381,8.73,277.91,234.11,74.64,0.7001,27.7
1382,9.73,279.32,235.45,75.48,0.6817,29.0
1383,10.67,281.3,235.27,76.61,0.5251,28.0
1384,26.42,270.31,236.25,76.65,0.5341,28.9
1385,25.45,270.97,236.87,77.08,0.786,27.4
1386,35.79,269.33,235.19,77.62,0.7032,28.5
1387,29.56,254.7,239.22,76.2,0.7438,27.3
1388,27.05,255.42,239.4,76.18,0.8826,28.6
1389,33.23,242.31,243.13,75.0,0.7131,27.7
1390,26.72,242.86,246.5,73.96,0.3451,28.2
1391,23.45,245.85,248.3,73.92,0.3622,27.9
1392,39.32,244.33,247.71,73.68,0.4293,28.6
1393,37.42,240.28,245.95,73.99,0.6628,28.1
1394,33.86,241.1,245.62,74.54,0.3982,28.2
1395,25.84,242.98,244.61,74.86,0.4462,29.0
1396,29.93,240.64,243.05,75.31,0.7549,27.3
1397,30.54,241.05,245.71,74.45,0.6785,28.5
1398,28.89,244.03,247.18,74.93,0.6957,27.7
1399,27.45,246.79,248.14,74.88,0.7397,28.5
1400,29.02,248.99,248.17,74.69,0.7472,27.5
1401,22.78,255.3,246.96,74.61,0.7872,28.8
1402,28.29,261.51,243.59,76.02,0.7925,28.2
1403,19.73,264.19,244.93,75.52,0.6465,28.5
1404,11.96,267.67,246.51,74.92,0.5681,28.4
1405,17.03,272.21,245.71,73.85,0.6137,28.3
1406,17.91,274.3,244.49,73.8,0.5746,29.1
1407,27.32,261.1,245.58,73.7,0.7092,27.8
1408,25.99,264.4,245.05,73.17,0.7543,29.4
1409,27.27,261.57,244.23,73.4,0.6399,27.2
1410,23.69,262.53,243.68,73.15,0.5738,28.7
1411,7.2,266.76,244.09,72.63,0.8564,28.2
1412,23.26,254.58,244.77,72.97,0.6977,28.9
1413,23.39,253.43,244.45,72.67,0.7785,28.1
1414,24.03,250.76,242.65,73.7,0.8047,28.3
1415,29.99,249.51,240.64,74.37,0.6599,28.8
1416,27.55,237.67,244.06,73.49,0.5141,27.9
1417,22.5,240.73,247.88,73.23,0.7606,29.0
1418,15.34,245.07,250.01,72.99,0.8175,27.9
1419,16.47,245.15,251.29,73.12,0.673,29.1
1420,22.03,246.43,250.13,74.37,0.5835,27.8
1421,30.41,243.59,249.42,75.08,0.6763,28.9
1422,12.15,246.27,249.42,75.08,0.7127,28.2
1423,12.17,247.36,248.56,74.58,0.7695,28.7
1424,9.11,250.62,248.16,74.38,0.8336,28.9
1425,10.41,255.76,246.06,75.02,0.9412,27.9
1426,14.64,257.34,241.9,75.25,0.6785,29.3
1427,11.79,257.35,239.43,75.3,0.5821,27.4
1428,23.42,256.58,235.38,76.31,0.8747,28.9
1429,4.0,261.46,233.52,76.48,0.7106,27.5
1430,4.43,253.73,238.13,74.78,0.8361,28.6
1431,13.55,258.0,238.08,73.8,0.8222,28.3
1432,17.31,258.13,234.71,74.98,0.8561,28.8
1433,13.57,258.57,231.0,75.32,0.7941,28.0
1434,4.51,249.38,230.97,75.57,0.8233,28.2
1435,16.64,252.56,231.1,74.42,0.9203,28.3
1436,18.61,254.65,233.06,74.02,0.9656,28.3
1437,7.22,259.63,237.07,73.2,0.9248,29.7
1438,-3.56,267.1,239.81,72.79,0.876,27.8
1439,8.47,268.98,239.58,72.47,0.5845,28.6
1440,14.99,256.99,243.17,71.62,0.7656,27.4
1441,5.67,260.03,242.47,71.18,0.9391,28.8
1442,3.09,261.82,239.74,72.84,0.7747,27.5
1443,15.69,249.36,242.13,72.75,0.8016,28.9
1444,-0.35,255.87,241.11,73.07,0.9425,28.0
1445,9.59,257.01,241.1,73.59,0.7316,28.6
1446,14.12,256.53,237.34,75.53,0.8408,28.3
1447,8.46,256.82,235.66,76.3,0.7841,28.4
1448,3.32,246.92,236.78,75.38,0.7937,28.2
1449,11.27,250.66,239.22,73.42,0.7512,28.4
1450,6.2,256.11,235.8,74.6,0.7242,28.9
1451,27.61,243.45,236.93,74.48,0.8553,28.1
1452,9.98,245.46,242.98,72.77,0.9134,29.1
1453,12.54,248.01,243.63,72.63,0.8734,27.7
1454,7.44,251.89,241.35,72.43,0.7667,28.7
1455,22.11,252.67,241.46,72.17,0.7533,27.6
1456,9.17,259.82,238.95,72.47,0.7718,28.5
1457,0.04,252.12,239.15,72.31,0.706,27.8
1458,9.8,257.69,237.87,71.64,0.7207,29.0
1459,23.37,244.92,238.28,71.36,0.7369,28.6
1460,25.98,243.9,238.18,71.37,0.9012,28.3
1461,22.76,245.7,238.43,72.01,0.6933,28.7
1462,21.97,243.79,239.33,73.41,0.8218,27.8
1463,14.1,247.08,239.46,73.02,0.8171,29.2
1464,15.48,246.45,237.93,73.57,0.787,27.7
1465,16.44,249.02,237.11,74.2,0.7732,29.2
1466,28.09,249.49,237.25,73.49,0.8882,27.5
1467,21.3,252.95,237.37,73.44,0.8811,28.2
1468,22.73,253.41,235.87,73.02,0.8986,27.7
1469,15.03,253.71,237.09,73.14,0.8636,29.0
1470,16.34,258.85,234.9,74.19,0.6859,28.7
1471,19.13,259.74,230.97,74.25,0.8306,28.2
1472,17.71,262.63,232.25,73.78,0.7296,29.4
1473,7.32,271.05,232.08,72.53,0.6896,28.3
1474,6.57,272.74,232.28,72.33,0.5452,28.5
1475,11.17,274.16,231.23,73.57,0.7565,27.4
1476,25.28,274.84,232.28,72.25,0.8132,29.1
1477,32.07,273.64,230.77,73.45,0.8052,27.3
1478,17.71,273.09,230.58,74.6,0.8816,28.2
1479,20.18,275.68,230.03,74.74,0.8164,27.7
1480,13.93,276.79,234.1,73.46,0.8667,28.5
1481,13.33,281.84,233.07,73.7,0.8328,28.0
1482,21.22,266.88,235.16,73.11,0.9034,28.5
1483,12.1,267.82,236.71,72.33,0.7499,28.3
1484,23.62,268.74,237.92,72.41,0.7847,27.9
1485,17.95,267.37,236.73,73.15,0.8257,29.0
1486,15.45,265.6,236.29,73.52,0.8129,28.4
1487,9.31,266.98,234.37,75.0,0.8575,28.4
1488,6.41,267.61,234.4,76.29,0.915,27.4
1489,21.7,265.84,234.11,76.43,0.8988,29.2
1490,19.95,266.05,236.14,75.85,0.897,27.9
1491,14.07,265.91,236.75,75.96,0.8231,29.1
1492,8.17,269.0,236.87,75.42,0.7692,27.9
1493,-0.79,260.42,242.31,73.51,0.7884,28.8
1494,7.42,262.63,245.31,73.12,0.9432,28.3
1495,3.03,265.46,246.22,73.64,0.9104,28.5
1496,-0.74,269.72,239.76,74.39,0.9574,28.9
1497,11.31,258.85,241.16,73.71,0.7044,28.0
1498,1.66,262.95,238.9,73.94,0.9024,28.8
1499,11.9,262.22,239.09,74.77,0.8312,27.6
1500,5.67,265.31,239.14,76.49,0.8404,29.2
1501,8.68,263.74,237.58,77.96,0.8957,28.3
1502,20.08,263.24,239.52,77.12,0.9026,29.0
1503,5.46,265.25,242.07,76.45,0.745,27.2
1504,14.25,263.46,241.72,76.37,0.8767,28.6
1505,13.92,261.39,242.37,76.82,0.8724,28.1
1506,6.07,263.55,241.54,77.24,0.8832,29.0
1507,3.96,266.56,238.02,78.37,0.8972,28.2
1508,8.34,258.06,244.95,76.84,0.8603,28.6
1509,5.55,264.18,243.42,77.33,0.938,29.5
1510,-2.4,271.19,239.0,77.3,0.9068,28.3
1511,7.76,259.77,239.8,77.13,0.8814,28.6
1512,-0.07,261.98,238.96,76.82,0.9268,27.5
1513,8.35,263.68,240.73,75.45,0.91,28.6
1514,8.93,266.08,240.99,73.65,0.8085,27.4
1515,12.47,267.49,237.01,75.29,0.9078,28.5
1516,25.07,267.91,238.02,73.68,0.7567,27.7
1517,15.3,272.52,236.02,73.25,0.7531,29.2
1518,17.46,276.38,232.6,74.03,0.8287,28.7
1519,13.16,263.3,234.15,74.18,0.6616,28.5
1520,6.12,267.88,234.84,73.31,0.8833,29.0
1521,14.89,259.56,239.27,72.76,0.7824,28.4
1522,14.48,263.46,240.49,72.5,0.8133,29.3
1523,10.46,265.23,241.46,70.64,0.7863,27.9
1524,1.47,268.32,241.03,69.85,0.8782,29.4
1525,13.05,267.95,239.5,70.2,0.6532,28.3
1526,20.43,267.7,239.39,70.79,0.8089,28.8
1527,13.87,266.08,239.79,73.89,0.9291,28.1
1528,9.78,273.71,237.66,75.71,0.8167,28.5
1529,2.76,278.1,238.2,76.03,0.8471,28.6
1530,17.49,279.16,239.76,74.53,0.7384,28.3
1531,13.93,280.77,240.95,75.53,0.9279,28.7
1532,7.77,282.8,242.14,75.06,0.7858,27.6
1533,13.64,282.19,243.79,73.37,0.7005,29.4
1534,5.31,283.11,243.93,74.55,0.9357,28.2
1535,12.19,283.4,245.27,73.83,0.6689,28.9
1536,-3.29,284.85,244.81,74.41,0.8711,28.1
1537,-1.46,288.51,242.45,75.39,0.6458,28.6
1538,0.56,275.54,247.27,75.52,0.8487,27.9
1539,-0.9,277.27,246.47,74.62,0.8751,28.3
1540,11.22,277.13,246.76,75.91,0.742,28.4
1541,-1.3,269.42,249.73,76.8,0.7916,28.3
1542,2.52,270.09,250.15,76.05,0.8521,29.0
1543,0.6,270.36,250.03,75.25,0.7783,27.9
1544,-3.85,271.56,252.69,75.72,0.9176,29.1
1545,10.1,276.09,252.0,77.1,0.8662,28.0
1546,10.06,281.22,250.27,78.39,0.7507,29.4
1547,2.4,287.49,249.53,78.21,0.8076,28.0
1548,-0.39,288.87,249.76,77.89,0.8729,28.4
1549,-5.05,289.82,249.19,78.3,0.8789,28.3
1550,-2.61,293.35,251.09,78.65,0.8911,28.4
1551,-6.33,296.26,254.65,77.44,0.8117,28.8
1552,0.43,298.76,255.73,78.47,0.8407,28.0
1553,3.85,300.56,254.09,79.92,0.7435,29.2
1554,7.53,302.44,255.68,80.04,0.8713,28.2
1555,12.17,304.03,253.39,80.37,0.7806,29.6
1556,2.07,305.83,253.66,80.02,0.793,28.4
1557,2.74,310.17,254.31,80.5,0.7246,29.4
1558,8.73,302.43,258.29,78.79,0.8301,29.0
1559,-14.35,309.85,258.77,78.33,0.2595,28.4
1560,-6.84,299.48,261.02,77.57,0.6441,29.0
1561,-16.57,308.23,262.11,76.89,0.739,28.1
1562,6.52,309.41,258.0,78.94,0.8297,29.3
1563,2.05,311.12,256.62,79.81,0.7812,28.4
1564,2.05,309.94,253.85,81.13,0.884,28.9
1565,3.92,311.62,254.2,80.86,0.7905,27.4
1566,-1.63,312.26,253.18,81.77,0.8958,29.2
1567,-8.89,315.97,250.61,82.27,0.752,28.4
1568,3.09,303.46,252.79,81.63,0.5921,28.8
1569,-1.14,305.96,253.37,81.33,0.8695,28.5
1570,-5.15,311.53,252.2,82.03,0.8617,28.5
1571,-2.64,315.28,252.35,82.32,0.7016,29.6
1572,-1.46,316.63,253.67,81.25,0.6779,28.6
1573,-6.76,321.48,248.81,82.26,0.7556,29.3
1574,1.88,310.54,252.37,81.14,0.708,28.0
1575,-5.9,313.5,254.54,79.28,0.6122,29.1
1576,-10.14,319.06,254.89,78.87,0.5885,27.9
1577,2.2,320.67,255.57,79.31,0.6799,28.9
1578,4.3,319.42,255.58,79.09,0.8741,28.1
1579,6.97,319.45,255.48,78.59,0.7175,28.9
1580,6.89,319.81,254.67,80.21,0.761,28.4
1581,2.96,319.45,253.91,81.45,0.8298,28.8
1582,1.76,319.34,255.66,80.85,0.7878,29.3
1583,7.11,320.24,256.05,80.6,0.814,28.2
1584,-2.47,322.81,254.62,81.45,0.7819,29.5
1585,-0.09,325.18,251.84,83.77,0.6908,28.0
1586,-0.72,325.88,250.19,85.15,0.7741,29.2
1587,3.01,313.71,255.32,82.85,0.7242,27.8
1588,-7.75,315.49,253.29,82.18,0.8867,29.2
1589,-7.18,320.74,253.59,81.14,0.8456,28.3
1590,-4.17,321.97,250.89,83.39,0.8607,28.7
1591,-6.39,323.58,250.41,83.16,0.7609,28.6
1592,6.04,324.08,248.88,82.38,0.7434,28.8
1593,8.42,326.61,250.15,80.1,0.7309,28.7
1594,1.92,328.01,250.69,80.15,0.7603,27.8
1595,-6.1,328.11,252.52,79.9,0.8052,29.1
1596,0.78,329.44,255.75,79.4,0.8477,28.0
1597,-0.45,328.98,259.0,77.66,0.727,28.7
1598,-5.34,329.83,259.6,78.85,0.7984,27.8
1599,-13.53,335.02,256.83,79.54,0.8268,29.2
1600,7.18,335.61,255.11,81.37,0.9061,28.0
1601,-4.83,336.63,255.94,81.96,0.8054,29.0
1602,-1.13,333.88,254.73,82.08,0.7899,28.3
1603,0.67,334.16,256.29,82.71,0.8522,29.0
1604,-7.43,336.28,258.06,82.75,0.853,28.5
1605,-20.28,325.23,258.42,82.49,0.702,28.2
1606,-8.67,329.05,260.26,80.74,0.9368,29.2
1607,-8.23,332.88,260.68,79.44,0.8604,27.9
1608,-20.59,338.7,258.75,79.59,0.7455,28.8
1609,-2.1,338.46,257.95,79.04,0.7476,27.6
1610,-13.3,339.56,256.76,78.22,0.7136,29.3
1611,-6.23,339.84,254.51,78.28,0.7252,28.0
1612,-6.7,341.77,250.49,80.71,0.906,29.0
1613,-22.44,330.78,251.18,78.69,0.7418,28.3
1614,-12.72,337.99,249.6,79.02,0.7476,28.8
1615,-15.8,341.23,249.27,79.13,0.5271,28.0
1616,-5.82,345.3,247.22,80.1,0.5912,29.0
1617,-14.58,334.89,248.13,79.09,0.8862,28.7
1618,-7.39,339.97,248.49,78.03,0.8805,28.9
1619,-7.8,341.67,247.27,78.95,0.7578,29.0
1620,-11.99,332.5,248.3,77.77,0.4934,28.4
1621,-25.79,341.78,246.82,77.8,0.5772,29.2
1622,-8.89,329.2,246.81,77.3,0.7813,27.8
1623,-14.11,338.52,246.86,77.11,0.8696,29.2
1624,0.02,339.71,246.0,77.52,0.5648,28.4
1625,-11.76,328.59,250.34,75.77,0.9138,29.2
1626,-26.56,338.91,248.39,76.87,0.6966,28.5
1627,-8.51,325.26,248.38,76.6,0.8605,29.0
1628,-9.21,331.16,248.44,75.48,0.8439,28.5
1629,-12.03,333.91,245.67,77.29,0.6699,28.6
1630,-7.57,322.88,246.39,77.14,0.8445,29.6
1631,-17.99,329.29,246.99,77.86,0.8407,28.4
1632,-3.15,331.32,241.38,79.59,0.8902,29.2
1633,-6.14,322.91,242.47,80.01,0.8833,27.6
1634,-10.25,325.4,243.97,79.04,0.7337,29.0
1635,-14.6,331.6,246.1,78.0,0.7306,28.1
1636,-23.22,321.48,246.21,77.7,0.6072,28.7
1637,-25.15,329.06,248.16,76.94,0.6261,27.6
1638,-22.9,331.65,247.72,78.38,0.6966,29.5
1639,-17.17,338.71,245.75,78.56,0.7328,28.1
1640,-19.06,327.84,247.58,76.52,0.5514,28.8
1641,-18.87,332.75,249.75,75.42,0.8594,28.9
1642,-10.32,333.69,246.41,78.47,0.9017,29.0
1643,1.9,333.35,244.15,79.66,0.9149,29.7
1644,-3.35,332.21,244.13,80.41,0.8599,28.4
1645,-5.94,333.22,246.01,81.25,0.9053,29.5
1646,-4.82,336.23,248.27,80.89,0.7391,28.1
1647,-15.13,323.21,250.38,79.91,0.6483,28.8
1648,-24.49,330.09,250.27,79.35,0.6594,27.9
1649,-15.63,332.41,250.84,78.47,0.4637,28.8
1650,-24.15,333.76,251.58,78.33,0.1706,28.7
1651,-30.74,322.78,252.2,77.77,0.3572,29.1
1652,-14.59,325.04,253.1,77.46,0.6224,29.5
1653,-16.02,330.14,251.21,78.55,0.5726,27.7
1654,-15.83,318.42,251.36,77.81,0.3893,29.1
1655,-17.57,321.45,251.37,77.65,0.5938,27.8
1656,-14.57,324.35,251.38,77.72,0.4336,29.2
1657,-17.51,327.12,250.39,77.77,0.3602,27.9
1658,-22.15,315.74,249.59,77.63,0.3679,29.4
1659,-19.37,323.81,246.97,78.89,0.6732,28.3
1660,-36.23,331.45,246.65,78.85,0.1341,28.8
1661,-23.56,319.78,246.21,79.25,0.2909,28.7
1662,-13.4,325.22,246.34,78.31,0.3239,28.7
1663,7.99,415.7,226.3,91.22,0.5537,29.1
1664,14.74,421.92,215.39,99.0,0.3741,28.2
1665,5.85,314.47,222.41,92.61,0.7582,29.1
1666,10.55,315.78,226.66,88.71,0.7053,27.6
1667,15.01,319.0,231.43,85.97,0.5277,29.3
1668,-5.92,327.39,232.74,84.62,0.8352,27.6
1669,0.39,331.45,236.54,83.01,0.6176,29.3
1670,-27.47,323.66,239.02,81.42,0.335,28.3
1671,-12.99,331.36,242.04,79.63,0.4894,28.4
1672,-8.74,333.1,242.86,79.39,0.651,28.8
1673,-4.02,335.56,245.05,78.56,0.7178,28.7
1674,-16.33,339.14,245.99,78.78,0.4888,29.8
1675,-15.8,325.32,245.7,78.31,0.785,28.1
1676,-12.31,332.03,246.01,78.06,0.7817,29.1
1677,-7.49,330.84,245.94,78.35,0.8778,27.9
1678,-10.9,321.76,248.81,75.63,0.7591,29.1
1679,-19.39,328.19,250.17,75.01,0.8553,28.0
1680,6.6,324.33,249.84,76.23,0.7483,29.1
1681,-4.23,322.66,247.86,78.77,0.7646,28.4
1682,-4.51,308.12,248.25,79.13,0.4477,28.8
1683,-11.85,297.89,246.32,79.75,0.5385,29.9
1684,-10.66,310.05,246.66,79.68,0.2725,28.6
1685,-25.05,299.99,245.8,79.39,0.2777,28.7
1686,-7.06,302.55,244.47,79.69,0.4324,27.1
1687,-16.58,289.75,245.31,79.17,0.203,29.0
1688,-25.71,298.99,243.93,78.62,0.2601,28.4
1689,-20.64,289.56,243.14,78.16,0.2926,29.2
1690,2.06,296.73,242.58,77.81,0.4186,28.2
1691,-28.31,286.66,243.26,77.4,0.1219,28.5
1692,-23.18,297.35,240.51,77.45,0.347,28.5
1693,-19.92,290.75,241.52,75.73,0.4397,28.5
1694,-19.47,296.27,240.16,75.4,0.4252,28.9
1695,-10.97,287.38,241.04,74.24,0.5406,28.1
1696,-10.55,294.97,239.4,74.63,0.5418,28.9
1697,-21.14,287.84,239.54,73.92,0.2871,27.6
1698,-10.54,292.26,238.06,74.47,0.6561,28.7
1699,-2.6,285.14,237.2,74.11,0.6708,27.8
1700,5.43,288.27,236.28,73.91,0.7483,29.0
1701,2.91,292.06,237.44,73.55,0.7218,28.0
1702,8.01,293.05,233.62,74.37,0.7445,28.8
1703,-8.54,286.09,234.72,73.57,0.7879,28.2
1704,8.37,291.04,233.1,74.22,0.7046,28.6
1705,-3.19,294.58,231.84,75.7,0.706,28.9
1706,6.66,297.97,229.29,76.78,0.6543,28.3
1707,-2.38,286.99,230.43,75.55,0.7561,29.2
1708,4.98,291.41,231.27,74.62,0.6767,27.8
1709,-6.57,297.44,229.93,74.86,0.7255,29.0
1710,5.77,298.22,230.62,75.26,0.6047,27.8
1711,6.56,299.0,230.48,76.1,0.7956,28.7
1712,16.08,298.04,228.98,75.92,0.6858,27.5
1713,2.74,300.29,229.67,75.43,0.787,29.1
1714,11.88,304.25,229.62,74.56,0.587,28.1
1715,-2.84,296.43,228.55,73.0,0.6768,28.7
1716,-1.82,303.15,227.55,72.75,0.6003,28.2
1717,4.88,293.76,226.83,72.71,0.8821,28.3
1718,8.07,286.41,229.15,71.9,0.5651,28.2
1719,18.63,289.47,227.64,72.84,0.92,28.3
1720,24.87,293.53,224.12,72.24,0.8056,28.4
1721,18.04,280.48,225.69,72.13,0.6828,28.0
1722,5.72,286.4,224.9,72.39,0.7055,28.8
1723,19.85,288.98,225.03,72.86,0.7709,27.7
1724,18.3,276.09,227.77,71.75,0.7142,29.1
1725,15.12,280.34,229.34,70.89,0.7475,27.5
1726,25.11,282.21,229.72,71.37,0.7198,28.7
1727,20.58,283.99,229.25,71.16,0.6656,27.3
1728,14.04,277.63,230.57,71.67,0.704,28.9
1729,10.34,280.99,228.66,72.2,0.7782,27.8
1730,19.05,283.37,228.5,72.74,0.74,29.0
1731,11.02,286.31,227.06,73.15,0.7147,27.9
1732,19.09,277.76,230.66,71.97,0.7407,28.5
1733,8.02,283.29,230.41,71.95,0.6666,28.0
1734,7.28,288.95,231.14,71.04,0.4794,28.8
1735,15.75,280.38,230.71,70.86,0.5482,28.5
1736,9.6,284.98,229.88,71.01,0.9065,28.4
1737,15.78,279.71,231.86,69.64,0.7078,28.5
1738,19.39,281.25,230.16,69.58,0.7679,27.7
1739,14.64,287.37,227.74,69.54,0.8224,28.9
1740,2.48,280.46,229.13,69.95,0.7961,27.7
1741,17.65,283.69,227.56,71.28,0.8904,28.7
1742,17.61,287.93,226.58,72.95,0.7951,27.8
1743,19.11,289.61,224.47,74.69,0.8719,29.2
1744,19.12,291.07,222.21,76.65,0.8692,28.0
1745,12.44,281.17,224.28,75.34,0.7252,29.1
1746,11.26,287.53,226.72,74.2,0.7019,28.2
1747,12.85,292.04,230.05,72.7,0.7472,28.2
1748,1.07,296.72,229.99,71.49,0.746,28.1
1749,19.1,297.98,226.56,73.92,0.7702,28.3
1750,27.72,296.74,225.83,73.18,0.7385,28.7
1751,22.61,296.22,224.47,73.83,0.7839,28.1
1752,26.36,295.7,223.13,73.53,0.8593,28.8
1753,20.19,288.76,224.43,72.53,0.8908,27.7
1754,17.08,293.84,225.67,71.31,0.7959,29.1
1755,8.3,304.19,224.11,70.29,0.7781,27.9
1756,-9.97,296.64,226.3,69.02,0.7106,29.2
1757,17.86,289.86,225.68,68.8,0.5618,27.8
1758,24.24,292.94,225.57,68.95,0.8378,28.3
1759,15.34,294.14,226.62,68.85,0.7424,27.9
1760,1.86,286.72,227.57,69.18,0.626,28.8
1761,16.51,294.86,224.5,69.37,0.8469,28.5
1762,22.99,283.54,226.64,68.89,0.6504,28.1
1763,21.23,289.26,225.86,69.3,0.8713,28.5
1764,11.39,298.35,223.25,69.76,0.6685,28.3
1765,11.71,286.9,225.44,68.38,0.8029,29.1
1766,18.47,294.08,221.55,68.85,0.7936,28.3
1767,19.52,283.42,223.7,68.33,0.8031,29.2
1768,29.56,286.46,223.6,68.96,0.8662,27.6
1769,16.9,290.56,223.34,68.95,0.6013,29.3
1770,19.8,283.11,224.97,68.62,0.6055,28.3
1771,23.97,289.35,225.43,68.67,0.7424,29.0
1772,16.39,300.3,226.39,68.16,0.458,27.9
1773,34.69,286.03,224.02,68.0,0.8581,28.8
1774,42.36,288.68,223.44,67.72,0.7551,28.4
1775,35.76,288.1,223.32,67.65,0.7332,28.5
1776,23.73,291.75,222.47,67.96,0.8211,28.9
1777,28.09,296.94,219.15,69.6,0.6799,28.1
1778,25.09,285.47,222.19,70.49,0.8223,29.1
1779,32.41,288.57,223.6,69.43,0.7788,27.8
1780,22.9,294.58,220.65,69.39,0.7883,28.5
1781,37.8,286.81,220.99,69.67,0.6521,27.5
1782,26.89,294.47,220.91,68.74,0.7391,29.0
1783,29.38,296.15,220.35,69.32,0.6552,27.5
1784,39.4,286.25,223.57,68.53,0.5828,28.9
1785,33.6,291.25,223.03,68.65,0.8992,27.5
1786,40.55,293.78,222.89,68.47,0.6683,28.7
1787,33.59,295.52,222.0,69.64,0.7923,28.1
1788,29.79,297.92,221.09,70.54,0.7417,28.8
1789,36.54,297.29,220.26,72.35,0.6719,28.1
1790,43.56,297.91,216.98,73.94,0.7772,28.3
1791,31.9,289.79,220.46,72.64,0.7199,28.0
1792,33.11,296.48,221.57,72.21,0.6597,28.4
1793,39.7,297.29,217.44,73.76,0.8727,28.3
1794,40.99,298.76,219.36,73.75,0.5628,28.2
1795,36.76,292.61,218.9,73.24,0.5002,28.8
1796,29.21,298.38,220.7,71.96,0.5968,27.8
1797,38.15,290.39,222.9,70.87,0.5706,28.9
1798,27.77,297.18,223.37,70.0,0.7919,27.7
1799,30.6,301.21,224.78,69.9,0.6226,28.9
1800,30.47,303.29,221.71,72.37,0.7806,27.4
1801,37.15,295.08,225.87,72.11,0.7922,28.9
1802,35.37,299.68,224.31,73.77,0.8418,28.0
1803,24.51,302.01,223.87,74.17,0.6409,28.5
1804,30.66,290.76,228.86,73.58,0.7687,27.6
1805,26.02,295.29,231.73,73.69,0.7788,28.8
1806,29.72,298.6,228.55,76.18,0.9039,28.0
1807,28.3,300.6,227.01,77.68,0.8462,28.6
1808,32.95,300.16,227.71,78.7,0.7917,28.0
1809,25.55,302.91,227.23,79.32,0.8248,28.8
1810,18.06,290.85,232.46,76.49,0.9028,28.7
1811,9.18,299.4,232.36,75.45,0.7269,28.4
1812,17.79,304.7,233.89,74.67,0.5372,29.4
1813,6.55,292.73,238.88,72.49,0.8619,28.3
1814,0.77,302.91,237.83,73.37,0.7139,29.4
1815,13.89,288.67,242.65,72.74,0.9026,27.7
1816,1.62,296.19,240.66,74.4,0.8718,29.1
1817,15.93,297.56,239.94,76.27,0.8016,27.9
1818,10.11,284.67,244.16,74.71,0.9152,28.9
1819,-0.03,290.15,244.14,75.69,0.9113,28.1
1820,15.27,290.29,242.45,78.47,0.8764,28.4
1821,0.56,277.49,247.02,78.09,0.8697,28.4
1822,4.56,285.39,248.18,77.61,0.7701,28.6
1823,1.55,276.05,250.0,77.71,0.8765,29.5
1824,5.35,278.01,248.93,78.6,0.7247,28.2
1825,-11.66,267.66,251.07,77.9,0.7517,28.9
1826,-6.91,273.19,251.69,77.43,0.7393,27.9
1827,0.66,278.48,251.13,78.05,0.5564,29.6
1828,-1.59,263.97,254.95,77.31,0.7588,28.2
1829,3.69,265.99,256.38,76.45,0.6307,29.2
1830,4.93,267.38,256.28,76.95,0.7787,28.7
1831,2.99,269.45,254.57,78.48,0.8173,28.6
1832,7.45,253.41,258.81,77.85,0.896,29.1
1833,5.85,258.86,260.05,78.39,0.8254,28.3
1834,-2.08,260.55,259.8,79.05,0.7829,29.9
1835,-15.5,263.7,255.76,80.06,0.8341,27.7
1836,3.6,266.89,255.11,80.21,0.725,29.2
1837,-10.61,257.25,257.28,79.43,0.6754,28.2
1838,0.9,262.86,254.16,79.1,0.8687,28.9
1839,8.92,262.41,251.99,79.14,0.8642,28.5
